"TeamName","Expected Tournament Wins"
"NC State","4.2598143682999"
"Connecticut","2.54279445679033"
"Indiana","1.54958128788243"
"Oklahoma","1.94396835996325"
"Notre Dame","1.45085122197512"
"Kentucky","0.836343883020947"
"UCF","1.47588505764227"
"Washington St","0.925912379943073"
"Kansas St","0.589873929365138"
"Florida","0.627644206799997"
"Princeton","0.518863784139502"
"Massachusetts","0.224549798587511"
"IUPUI","0.104529400361553"
"Charlotte","0.0293554505969051"
"Mercer","0.0270441053385739"
"Longwood","0.000963830197177971"
"Mt St Mary's","0.00049398522489277"
"Stanford","4.08254473828089"
"Texas","2.69479989163866"
"LSU","1.89551712149055"
"Maryland","1.66538035475085"
"Virginia Tech","1.42655852148753"
"Ohio St","1.0232133590695"
"Utah","0.919348400244388"
"Kansas","0.87647145855514"
"Georgia Tech","0.636751835424852"
"Arkansas","0.576962212451263"
"Florida St","0.228219442111138"
"Missouri St","0.185274874134223"
"FGCU","0.411018610545342"
"Delaware","0.0260576953257189"
"Jackson St","0.0855397031432341"
"Fairfield","0.0229780689302171"
"Montana St","0.00107842570736454"
"South Carolina","4.79346803392632"
"Iowa","1.52767837861098"
"Iowa St","3.2039433762584"
"Arizona","1.32946756233325"
"North Carolina","1.96089304511972"
"Georgia","0.931948062938921"
"Colorado","1.13542061522267"
"Miami FL","0.554250351563157"
"South Florida","0.711478911456414"
"Creighton","0.454760161125343"
"Dayton","0.375606287744887"
"DePaul","0.234842594799622"
"SF Austin","0.169490597347715"
"UNLV","0.0334628303701017"
"UT Arlington","0.0160640993824411"
"Illinois St","0.00148893772166527"
"Howard","0.000959156721832751"
"Incarnate Word","3e-04"
"Louisville","2.56883811373634"
"Baylor","2.81034514991074"
"Michigan","1.17361366044952"
"Tennessee","2.03688350913226"
"Oregon","1.37888067086106"
"BYU","1.43498108800257"
"Mississippi","1.45910006956684"
"Nebraska","0.88300460413577"
"Gonzaga","0.969479955892608"
"South Dakota","0.473229343663395"
"Villanova","0.278060733535735"
"Belmont","0.0894054619125609"
"Buffalo","0.0710890946389861"
"American Univ","0.0023088270614114"
"Hawaii","0.00504821189703917"
"SUNY Albany","0.00152498987789992"
