TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE,PomOrdinalRank
NC State,3,90.625,619,13.008484244312,8.0,119.03420622755,76.533181098926,0
Connecticut,5,83.33333333333333,618,7.0359579789054,2.0,112.93815740156,74.391326943656,0
Indiana,2,73.33333333333333,297,6.0612093318389,4.0,106.71804187333,77.593934748619,0
Oklahoma,1,75.0,233,7.7005150732847,5.0,110.11153628739,84.823782552003,0
Notre Dame,2,73.33333333333333,311,5.7645728689078,4.0,107.14726896368,80.54980774245,0
Kentucky,0,63.333333333333336,209,3.3171014119229,3.0,108.70190444191,84.236479909184,0
UCF,1,89.28571428571429,370,5.0945398304453,0.0,96.487170911948,72.365757324179,0
Washington St,0,65.51724137931035,12,4.019984315741,2.0,98.948358264723,81.824015940752,0
Kansas St,1,61.29032258064516,202,2.3589225110165,3.0,101.48817818218,78.697828327497,0
Florida,0,67.74193548387096,121,2.7950584407146,2.0,99.614114901646,81.464020821622,0
Princeton,1,85.71428571428571,481,1.5346386932446,0.0,100.81298050659,76.370423169293,0
Massachusetts,0,81.25,344,0.62485948610796,1.0,104.71917937252,89.349470743239,0
IUPUI,0,85.71428571428571,413,-0.44727607288044,1.0,102.0940349464,86.489442454302,0
Charlotte,0,70.96774193548387,170,-2.6646011770575,0.0,91.830930447512,82.594391874588,0
Mercer,0,79.3103448275862,271,-2.5833162058203,0.0,90.273088047356,86.361034453955,0
Longwood,0,65.625,138,-7.6444355049513,0.0,92.142310434277,93.712874977282,0
Mt St Mary's,0,55.55555555555556,11,-9.2559649815966,0.0,86.459291917753,95.84970120244,0
Stanford,4,90.3225806451613,524,14.157007285666,11.0,116.43230593933,75.536166170446,0
Texas,3,81.25,511,9.1187349383719,6.0,109.13386656497,75.644196779229,0
LSU,1,83.33333333333333,396,7.1828003629498,4.0,106.09760160393,78.411475533571,0
Maryland,2,72.41379310344827,322,5.8135822348783,3.0,114.75818246269,83.823630046018,0
Virginia Tech,0,71.875,412,4.4924929202909,2.0,111.45067998512,82.087259915685,0
Ohio St,2,79.3103448275862,384,3.9374844630916,2.0,108.38600390503,83.602725924965,0
Utah,1,64.51612903225806,253,3.120406484512,2.0,116.33270812079,88.406615126234,0
Kansas,1,68.96551724137932,211,3.0228696061296,1.0,102.62181538613,81.459832859274,0
Georgia Tech,0,67.74193548387096,284,2.6640339299769,3.0,98.5004453179,74.368630463215,0
Arkansas,0,58.064516129032256,249,0.7836984600095,0.0,107.9119737029,85.086277917528,0
Florida St,0,56.666666666666664,124,-0.1705627564797,1.0,102.22714622254,83.847257980929,0
Missouri St,0,76.66666666666667,301,0.57151199536177,2.0,95.405125708436,77.707422919131,0
FGCU,1,92.85714285714286,491,1.8879032627427,1.0,105.43574908041,85.304729402255,0
Delaware,0,76.66666666666667,251,-2.7328989286947,0.0,96.807353162948,90.294059054171,0
Jackson St,0,79.3103448275862,514,-1.8625786635679,0.0,99.070951194048,91.966890026758,0
Fairfield,0,80.64516129032258,264,-2.6890543444253,0.0,96.732335483523,92.058490001007,0
Montana St,0,62.5,64,-7.4005000840218,0.0,97.002954645581,95.82239815096,0
South Carolina,6,93.54838709677419,608,15.377577543282,11.0,114.05590225795,68.069816980593,0
Iowa,1,76.66666666666667,410,6.6114752731249,6.0,118.99401473857,87.517184340505,0
Iowa St,2,81.25,420,8.4657237643952,1.0,117.44036486789,84.536851212043,0
Arizona,1,74.07407407407408,298,4.762842591273,2.0,106.20629515309,78.832236438823,0
North Carolina,2,79.3103448275862,532,5.838816638717,2.0,105.48800850797,70.894716815997,0
Georgia,1,68.96551724137932,294,3.6917850446426,3.0,100.66774636887,77.069807087153,0
Colorado,0,73.33333333333333,256,4.3197390694132,2.0,103.06549700641,77.763636024215,0
Miami FL,1,62.5,89,2.6834703734621,3.0,96.650105226888,77.375126479437,0
South Florida,0,75.0,222,3.2115180838054,2.0,100.8657906815,81.265994684762,0
Creighton,3,68.96551724137932,330,0.7159600128816,0.0,111.7355211475,87.618894236017,0
Dayton,0,83.33333333333333,323,1.2978181960963,0.0,97.6010940995,79.91722386382,0
DePaul,0,68.75,320,0.36802641750364,2.0,114.53438164408,93.419856828451,0
SF Austin,0,86.66666666666667,496,-0.3596336913246,0.0,96.478041019617,80.360814878385,0
UNLV,0,81.25,355,-2.4629702919356,0.0,101.65109806326,90.503073859252,0
UT Arlington,0,74.07407407407408,106,-3.0425258997055,0.0,96.445848362092,90.115972105801,0
Illinois St,0,58.064516129032256,30,-7.0483986562963,0.0,98.773844887258,95.272916104089,0
Howard,0,67.85714285714286,95,-7.3653583640663,0.0,83.664641567727,93.545533064974,0
Incarnate Word,0,40.74074074074074,-95,-15.1535415508,0.0,81.286249223379,99.017882033375,0
Louisville,4,86.20689655172414,497,9.230652537479,6.0,114.03836477502,75.783841523219,0
Baylor,1,81.81818181818181,545,8.4915640657867,4.0,116.22637153355,80.384450655574,0
Michigan,3,78.57142857142857,313,6.1193501144906,6.0,109.01378573917,78.689763969268,0
Tennessee,2,74.19354838709677,302,7.6221635073198,5.0,102.23426376407,75.84272667186,0
Oregon,0,63.333333333333336,294,4.2236092231603,2.0,111.32012239337,81.26497729706,0
BYU,0,89.65517241379311,568,5.5059034468672,3.0,111.57813857597,78.711631329417,0
Mississippi,0,74.19354838709677,346,4.559592539839,1.0,102.10173641367,76.42336302371,0
Nebraska,0,75.0,459,3.3637977727051,3.0,109.62556289777,82.828579621361,0
Gonzaga,1,81.25,434,3.7287245182229,2.0,108.30262110181,80.529977295138,0
South Dakota,2,83.87096774193549,480,2.0102062472894,2.0,103.15458235092,79.607819860627,0
Villanova,1,74.19354838709677,145,1.1904812926352,1.0,100.25002828045,84.850613431089,0
Belmont,1,75.86206896551724,405,-1.2648638196099,1.0,99.742535585093,84.964223423388,0
