"TeamName","Expected Tournament Wins"
"Duke","3.39911060575911"
"Michigan St","2.89964670100218"
"LSU","1.80075041235908"
"Virginia Tech","1.52406199987654"
"Mississippi St","1.12422228963663"
"Maryland","0.930718575310459"
"Louisville","1.09331477554361"
"VCU","0.801623377915805"
"UCF","0.851286873114439"
"Minnesota","0.609680451685424"
"Belmont","0.506965405904282"
"Liberty","0.335635364180421"
"St Louis","0.174932567660117"
"Yale","0.297371122673192"
"Bradley","0.0589192104655578"
"N Dakota St","0.0457612879007341"
"Gonzaga","2.63970793354381"
"Michigan","2.44194762595234"
"Texas Tech","2.15745474096292"
"Florida St","1.58973046115398"
"Marquette","0.838084007406949"
"Buffalo","1.04463526759848"
"Nevada","0.872581219601059"
"Syracuse","0.644915623470317"
"Baylor","0.682899639633635"
"Florida","0.825079404901775"
"Arizona St","0.467811256151999"
"Murray St","0.507740955394917"
"Vermont","0.337471127920076"
"N Kentucky","0.236387898606746"
"Montana","0.152933974293723"
"F Dickinson","0.032701794426352"
"North Carolina","2.88412994160823"
"Kentucky","2.53115140329376"
"Houston","1.62774865413405"
"Kansas","1.77226938999973"
"Auburn","1.5960920358975"
"Iowa St","1.72481928310212"
"Wofford","0.945854038726288"
"Utah St","0.670748587812872"
"Washington","0.552717364463892"
"Seton Hall","0.412700013954647"
"Ohio St","0.517937013481284"
"New Mexico St","0.558099507655"
"Northeastern","0.239428486962942"
"Georgia St","0.235110384246069"
"Abilene Chr","0.119830592964244"
"Iona","0.0328419201393508"
"Virginia","3.81873758863395"
"Tennessee","2.75779461774396"
"Purdue","1.82936835418102"
"Kansas St","1.48861340572231"
"Wisconsin","1.09607893528111"
"Villanova","0.809196392355738"
"Cincinnati","1.00757908814935"
"Mississippi","0.837511263728277"
"Oklahoma","0.780272823807245"
"Iowa","0.869233428323782"
"St Mary's CA","0.736093459402263"
"Oregon","0.440879825685939"
"UC Irvine","0.370423692680485"
"Old Dominion","0.206765656035965"
"Colgate","0.133082320184192"
"Gardner Webb","0.0658524998656456"
