TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE,PomOrdinalRank
Villanova,1,94.11764705882354,523,11.22742574069,8.0,120.66418919929,91.354265594361,2
Virginia,1,90.625,467,9.9215414427223,8.0,113.21490606696,83.330010219417,1
Oklahoma,2,68.75,294,4.2493229044403,6.0,109.99860917856,87.266412893556,3
Louisville,3,75.0,310,5.6608715468689,4.0,107.86757655212,86.615034209441,5
Northern Iowa,1,90.9090909090909,365,5.562426197232,2.0,114.04885543733,92.156765974723,3
Providence,0,66.66666666666667,156,3.5524583135474,5.0,111.78568254711,94.035010888099,7
Michigan St,4,67.6470588235294,288,2.9734851238658,4.0,114.77037419097,92.55876698887,5
NC State,2,60.60606060606061,164,1.0337359314963,3.0,113.29098915071,97.293576879438,10
LSU,0,68.75,191,0.4491605338924,4.0,107.10079912641,93.661050135299,11
Georgia,0,65.625,133,1.5246724621768,1.0,107.84840486122,93.152188972586,9
Boise St,0,74.19354838709677,277,0.46860859364821,1.0,109.5055350479,97.08958048414,10
Dayton,1,75.75757575757575,241,0.90282454748979,1.0,106.53051615799,94.823912819403,10
Wyoming,0,71.875,144,-1.347631306007,1.0,102.70060565284,97.613463966044,26
UC Irvine,0,61.29032258064516,104,-4.3138518270442,0.0,105.02855660322,97.271017743262,24
SUNY Albany,0,75.0,169,-2.9925582420185,0.0,104.72140013143,102.12071896231,33
Belmont,0,67.74193548387096,112,-4.4208456855697,0.0,107.32927522218,106.45192192329,38
Lafayette,0,61.29032258064516,33,-6.7961031484645,0.0,110.56733997284,113.71000766654,49
Duke,6,87.87878787878788,496,10.556921859204,9.0,124.5976033502,93.060806796819,2
Gonzaga,3,93.93939393939394,565,7.872621778213,3.0,120.37392185467,92.866590376906,2
Iowa St,0,75.75757575757575,300,6.7917366953014,9.0,118.0870813124,96.714058981659,4
Georgetown,1,67.74193548387096,188,3.6016978340591,4.0,111.4826319114,93.182956293837,6
Utah,2,74.19354838709677,449,3.654636783741,2.0,115.120916199,88.864862159341,2
SMU,0,81.25,310,3.2961937476936,0.0,111.18935545426,94.497081774864,5
Iowa,1,65.625,241,1.9734143280228,4.0,113.09606860562,92.627464125877,6
San Diego St,1,75.75757575757575,272,1.5114477355171,2.0,102.47281994788,86.879425993672,7
St John's,0,64.51612903225806,102,2.2160435247394,4.0,109.63662690602,93.793330521694,11
Davidson,0,76.66666666666667,303,1.8201912264217,0.0,119.31784144198,102.36738554189,8
