TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE
Virginia,2,82.3529411764706,362,8.2329904687715,4.0,113.2158477936,88.372687291337
Villanova,1,87.5,382,8.3633045695836,3.0,116.05989320452,92.785969755324
Iowa St,2,78.78787878787878,296,7.4950538941209,6.0,116.59724585716,96.81974246761
Michigan St,3,76.47058823529412,361,6.949917477285,8.0,118.396893669,94.846588491239
Cincinnati,0,81.81818181818181,343,5.3590616845369,4.0,108.59793351776,91.063430594276
North Carolina,1,71.875,232,4.271551475352,5.0,111.74077646885,93.872119485147
Connecticut,6,76.47058823529412,297,4.7997776035611,3.0,111.64675428531,92.752233395806
Memphis,1,70.96774193548387,207,2.8429110508634,4.0,112.3514279543,96.257596773608
G Washington,0,75.0,209,3.2465699021328,1.0,110.07155467802,96.21932327363
St Joseph's PA,0,72.72727272727273,143,2.224222175494,1.0,112.9113961498,97.788317718372
Providence,0,64.70588235294117,125,1.2753095098203,2.0,113.18369365297,99.503371704993
Harvard,1,86.20689655172414,352,2.3739728729446,0.0,111.35898761778,95.111930684725
Delaware,0,73.52941176470588,149,-1.2159683756262,0.0,110.85851156044,105.9214525451
NC Central,0,83.87096774193549,402,-0.5008543978781,0.0,106.24264886675,99.341972025161
WI Milwaukee,0,60.60606060606061,-17,-5.9498153725052,0.0,104.50373241284,104.47967643446
Coastal Car,0,60.0,45,-7.5475247330138,0.0,97.269036204241,102.46315329527
Florida,4,94.11764705882354,435,11.769480311766,7.0,115.88364467164,88.760073257108
Kansas,1,72.72727272727273,302,6.9211100409309,6.0,120.21948097731,95.502905709899
Syracuse,1,84.375,277,7.8963129099463,5.0,115.34428049707,93.515413312862
UCLA,2,76.47058823529412,376,4.5743226369902,2.0,118.47000772059,96.93895398964
VCU,0,76.47058823529412,344,3.6996905114332,1.0,107.78986682335,89.752953891146
Ohio St,0,73.52941176470588,341,4.5090273889593,3.0,109.30489875515,88.425039989928
New Mexico,0,81.81818181818181,273,4.542975191153,1.0,113.76415043603,97.132287775269
Colorado,0,67.6470588235294,99,2.4476293599148,2.0,108.03314255949,95.677395134549
Pittsburgh,1,73.52941176470588,344,4.1699325546291,1.0,117.11777640245,94.379926611252
Stanford,2,63.63636363636363,161,1.1580387388611,3.0,112.53379546409,97.771363609595
Dayton,3,69.6969696969697,190,0.70136888141163,2.0,113.21398475358,100.62727498945
SF Austin,1,93.54838709677419,397,1.8323328467431,0.0,110.79158806431,100.64297231224
Tulsa,0,63.63636363636363,189,-3.4500540761762,0.0,106.12345360976,97.292497853844
W Michigan,0,70.96774193548387,126,-2.7700699760576,0.0,105.04461017034,102.12606264044
E Kentucky,0,70.96774193548387,169,-3.1944626677848,0.0,111.02038545377,107.73493468604
SUNY Albany,0,56.25,70,-8.5249002404913,0.0,102.24346968222,104.10184048202
Wichita St,1,100.0,497,8.232693742218,2.0,115.51802428159,93.537631388329
Michigan,3,75.75757575757575,298,7.7427777302325,7.0,122.98194989853,99.728998778156
Duke,0,76.47058823529412,393,6.5147062455072,5.0,126.06346555481,97.806761121876
Louisville,2,85.29411764705883,719,5.3848224339704,5.0,119.24280350611,88.213534301661
St Louis,1,80.64516129032258,256,3.9022994757851,1.0,105.38951351221,90.040637390388
Massachusetts,0,75.0,171,3.6592585266405,0.0,109.73823270871,96.132733301033
Texas,1,69.6969696969697,135,3.6519295274469,4.0,110.84402850488,95.137224118138
Kentucky,5,70.58823529411765,315,3.9557670541252,2.0,115.85497589944,95.664264186658
Kansas St,0,62.5,128,0.55489384673883,3.0,108.139638323,92.981443940238
Arizona St,0,65.625,197,1.2135617570734,1.0,109.86047497403,95.526262177146
Tennessee,2,62.5,292,0.40857400323806,1.0,116.15219153695,93.576016878014
NC State,0,61.76470588235294,45,0.66395257477775,3.0,113.23379528892,101.59507839291
Manhattan,0,78.125,236,-0.3774209186983,0.0,106.37633254075,97.403920498684
Mercer,1,74.19354838709677,302,-2.6439837321262,0.0,108.43075876554,100.96685307278
Wofford,0,58.62068965517241,66,-6.4325198970498,0.0,100.11805850252,103.21655891996
Cal Poly,0,36.666666666666664,-82,-10.599476350543,0.0,102.97738817036,104.11324232192
Arizona,3,88.23529411764706,507,9.4761860334373,5.0,114.95154040106,86.70577760399
Wisconsin,4,78.78787878787878,296,7.9589100773155,6.0,121.85980539593,96.581264728026
Creighton,1,78.78787878787878,400,5.6549335468827,3.0,126.47869173411,100.41380106662
San Diego St,2,87.09677419354838,326,6.0617072727988,2.0,108.4172806901,90.60569326373
Oklahoma,0,71.875,201,4.1034813748874,4.0,118.43731683769,99.817804638025
Baylor,2,66.66666666666667,178,3.1295895329061,5.0,118.09451367792,101.06921194884
Oregon,1,71.875,251,2.6648263344712,2.0,117.33093494143,100.60617466614
Gonzaga,1,81.81818181818181,372,4.0452724872217,0.0,114.59550874325,93.867163793837
Oklahoma St,0,63.63636363636363,371,1.382758366011,1.0,116.4283058774,94.513522033506
BYU,0,66.66666666666667,220,0.64528838285089,2.0,114.21767693057,100.40487692512
Nebraska,0,61.29032258064516,66,1.2883325125711,3.0,108.63548441759,96.021248980351
N Dakota St,1,78.57142857142857,204,0.3212275075264,0.0,114.84875975991,104.91444838946
New Mexico St,0,73.52941176470588,311,-2.2100743891258,1.0,112.10483075647,102.11793833797
Louisiana,0,64.51612903225806,112,-3.6591804223216,1.0,110.90539937349,104.87919287221
American Univ,0,62.5,170,-5.3376735706378,0.0,103.46743594093,98.519817760557
Weber St,0,60.714285714285715,105,-6.8072578110423,0.0,105.23020158494,106.64060117854
