"TeamName","Expected Tournament Wins"
"South Carolina","5.40482966819908"
"Maryland","2.12457508887052"
"Notre Dame","2.21942858786287"
"UCLA","1.58608442395748"
"Oklahoma","1.75124266526728"
"Creighton","1.0861121997572"
"Arizona","0.931284546662221"
"South Florida","0.704498437389145"
"Marquette","0.613350414160743"
"West Virginia","0.451807792702667"
"Illinois","0.414524040208756"
"Mississippi St","0.452972271184425"
"Portland","0.0797305077107435"
"CS Sacramento","0.0200206195363816"
"Southern Utah","0.0160226236636331"
"Holy Cross","0.00711787443538992"
"Norfolk St","0.0185707596549455"
"Stanford","3.26904023934509"
"Iowa","2.61053208504379"
"Duke","2.32050090630118"
"Texas","1.96214363399054"
"Louisville","1.16722895177201"
"Colorado","1.24461416068121"
"Florida St","1.09570098015871"
"Mississippi","1.00658664730665"
"Gonzaga","0.706138985698722"
"Georgia","0.481055631251097"
"MTSU","0.379870083299272"
"Drake","0.0736693391527405"
"East Carolina","0.0251876295705855"
"Iona","0.016514408131964"
"SE Louisiana","0.00928312633484195"
"Sacred Heart","0.000499716607586189"
"Southern Univ","0.00121502368805225"
"Indiana","2.94084997135615"
"Utah","2.45152399024257"
"LSU","2.72670080866176"
"Villanova","1.93687446862105"
"Washington St","1.09527096691367"
"Michigan","0.928753881269139"
"NC State","1.11924795195352"
"Oklahoma St","0.662645191702161"
"Miami FL","0.265609525759304"
"Princeton","0.409045393100026"
"UNLV","0.514076075942063"
"FGCU","0.499875228468819"
"Cleveland St","0.250877489598469"
"Hawaii","0.00109057542177465"
"Gardner Webb","0.0810325410530826"
"Monmouth NJ","0.000417502213884866"
"Tennessee Tech","0.00358412051836823"
"Virginia Tech","2.91061312513485"
"Connecticut","3.9012374175052"
"Ohio St","1.857770777874"
"Tennessee","1.60340755332774"
"Iowa St","1.80903028753724"
"North Carolina","1.21092409491489"
"Baylor","0.627614028215836"
"USC","0.760946359409644"
"S Dakota St","0.563952589642505"
"Alabama","0.508428911792489"
"Purdue","0.36600616958383"
"St John's","0.393217860263255"
"Toledo","0.248759446155414"
"St Louis","0.000652082418226784"
"James Madison","0.0155076609313058"
"Vermont","0.0182695657811625"
"Chattanooga","0.00173231715909783"
