TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
Villanova,127.6981439623,95.368488309397,0.96633629603542,30–4,30,34,59.7,49.2,28.6,25.5,14.6,18.5,28.8,26.7,70.2,59.7,49.3,39.8,32.8,10.2,8.1,53.7,53.5,46.6,35.5,69.5,2018,10.633612191605,77.1,75.3,88.23529411764706,8.0,1437,6,550,1,690.28
Purdue,123.59342762894,94.426027428196,0.95670993672739,28–6,28,34,58.1,46.8,36.1,23.8,15.6,17.7,27.7,28.2,68.2,54.9,44.9,42.0,33.7,12.8,7.0,59.3,49.0,40.2,34.4,68.9,2018,7.6270328648846,74.3,67.9,82.3529411764706,7.0,1345,2,527,2,529.1200000000001
Texas Tech,112.93647111146,91.08791552106,0.92219159902154,24–9,24,33,52.7,46.7,40.3,38.1,18.1,22.0,33.3,28.4,68.3,51.5,45.1,36.6,32.8,12.3,9.9,51.8,46.0,34.1,38.9,67.6,2018,4.6709071317818,70.1,69.6,72.72727272727273,4.0,1403,3,348,3,-27.859999999999673
Wichita St,120.39122089874,101.54787048406,0.87626077507152,25–7,25,32,55.3,49.3,35.1,33.1,16.4,16.4,35.2,22.7,69.9,53.8,45.8,38.5,36.3,11.4,9.0,63.8,44.2,39.0,40.4,70.2,2018,3.4089954140042,73.8,72.6,78.125,4.0,1455,0,373,5,34.980000000000246
West Virginia,119.09102600537,95.340636027972,0.92810699486937,24–10,24,34,50.3,49.6,31.2,44.1,16.5,23.3,36.6,30.0,70.5,48.5,45.6,35.3,37.4,16.0,10.1,54.4,54.4,38.9,38.0,71.2,2018,4.5779131312932,76.6,70.4,70.58823529411765,7.0,1452,2,361,4,-48.0300000000002
Florida,116.00410252037,95.154220274259,0.90707698910202,20–12,20,32,51.1,48.9,33.1,31.7,14.3,20.1,28.8,30.8,68.2,47.5,46.6,37.5,35.7,12.3,8.3,49.2,46.5,40.2,33.6,68.3,2018,1.4065902230892,72.0,73.7,62.5,6.0,1196,1,212,6,307.9799999999998
Arkansas,117.01533274022,100.31224153457,0.85460662104048,23–11,23,34,54.2,50.2,37.3,41.4,15.3,19.4,29.4,31.6,71.4,51.4,48.0,40.0,35.5,13.6,8.9,49.9,54.8,32.1,41.5,71.1,2018,2.800903742039,67.8,72.5,67.6470588235294,2.0,1116,0,189,10,-189.25
Virginia Tech,114.38171938587,98.396918672363,0.84955504745322,21–11,21,32,57.5,49.9,36.5,28.7,16.9,18.4,23.5,29.1,70.0,57.3,48.6,38.5,34.5,6.7,11.2,58.6,54.2,40.1,43.0,70.3,2018,1.3408011511761,71.0,69.8,65.625,5.0,1439,0,255,8,60.350000000000136
Alabama,107.03626337281,94.844009462652,0.80071078977163,19–15,19,34,51.6,47.2,41.5,36.8,20.1,18.7,29.1,30.6,70.3,53.2,46.8,32.5,31.9,14.9,10.6,49.5,48.1,35.6,37.1,70.0,2018,-1.1281737303351,67.2,68.1,55.88235294117647,4.0,1104,1,81,13,-26.49000000000001
Butler,115.35553146222,95.54816910134,0.89719755367087,20–13,20,33,53.8,52.0,26.3,35.1,15.7,19.8,27.3,24.7,69.8,54.1,49.6,35.6,37.4,8.4,8.7,47.9,50.5,37.2,37.5,69.4,2018,1.7176298894644,77.1,74.2,60.60606060606061,4.0,1139,1,209,7,-78.17999999999984
