"TeamName","Expected Tournament Wins"
"Villanova","3.31508322944458"
"Purdue","2.66881922969441"
"Texas Tech","1.53830926463113"
"Wichita St","1.29715961011825"
"West Virginia","1.86898933039433"
"Florida","1.0847710816272"
"Arkansas","0.774163098782744"
"Virginia Tech","1.00800874642001"
"Alabama","0.477136893485734"
"Butler","0.971181960272653"
"St Bonaventure","0.447026413720426"
"UCLA","0.560062260890034"
"Murray St","0.398125107289918"
"Marshall","0.168988402953915"
"SF Austin","0.216713580781923"
"CS Fullerton","0.0521913398831212"
"LIU Brooklyn","0.00650408908705906"
"Radford","0.0425572283080183"
"Kansas","2.64289383419366"
"Duke","2.27913289118876"
"Michigan St","2.28743972691572"
"Auburn","1.31475320362226"
"Clemson","1.08993275877518"
"TCU","0.931261208643929"
"Rhode Island","0.572668906914276"
"Seton Hall","0.939299561996848"
"NC State","0.836424518990063"
"Oklahoma","0.687939972706253"
"Arizona St","0.636253198545742"
"Syracuse","0.451619386223793"
"New Mexico St","0.572345026536302"
"Col Charleston","0.140488031421988"
"Bucknell","0.211326787563415"
"Iona","0.0595952686675538"
"Penn","0.122539837282231"
"Virginia","3.28487570370104"
"Cincinnati","2.02180222019058"
"Tennessee","1.6064537356005"
"Arizona","1.05164864772553"
"Kentucky","1.10868900085442"
"Miami FL","0.874135283300575"
"Nevada","0.798183551842769"
"Creighton","0.932661482334283"
"Kansas St","0.806504587135902"
"Texas","0.757799930717323"
"Loyola-Chicago","0.627621731087254"
"Davidson","0.362381541796579"
"Buffalo","0.303690062134753"
"Wright St","0.109023484474777"
"Georgia St","0.133619957211233"
"UMBC","0.0449375121866479"
"Xavier","2.05856948377769"
"North Carolina","2.73985153097875"
"Michigan","2.04149659133513"
"Gonzaga","1.72940385870588"
"Ohio St","1.24239881904832"
"Houston","1.08975400394805"
"Texas A&M","0.944830079516197"
"Missouri","0.585993052382817"
"Florida St","0.90794537918939"
"Providence","0.679883827737909"
"San Diego St","0.43209263568814"
"S Dakota St","0.337017584226559"
"UNC Greensboro","0.302160995451937"
"Montana","0.325105946663261"
"Lipscomb","0.0728627756958338"
"NC Central","0.00515027629500393"
"TX Southern","0.00974973909155445"
