TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE
Duke,3,85.29411764705883,542,11.213974202264,10.0,119.30935689207,88.336310034505
Michigan St,4,82.3529411764706,452,10.639805240705,9.0,119.99790936116,91.950172634082
LSU,2,81.25,267,7.3402892987139,6.0,118.25329576476,97.062644855905
Virginia Tech,2,75.0,381,5.0068171006318,2.0,118.02853540395,94.262099664213
Mississippi St,0,69.6969696969697,238,4.5517281366,2.0,116.40429323291,96.634424352506
Maryland,1,68.75,201,4.175626134239,1.0,112.45764889401,93.827226235216
Louisville,0,60.60606060606061,222,2.3126631162199,3.0,112.9194044166,92.720709152945
VCU,0,78.125,315,1.3626744343383,1.0,103.96504147335,86.932970739538
UCF,1,74.19354838709677,243,2.1693064562545,1.0,111.13176838119,93.893033773913
Minnesota,1,61.76470588235294,55,2.683872488783,3.0,109.5196023917,96.565377776431
Belmont,0,83.33333333333333,366,1.3725163754188,0.0,113.42914466581,101.34943363558
Liberty,1,80.64516129032258,307,-0.43006447125665,0.0,108.69876495566,99.692413914898
St Louis,0,65.71428571428571,116,-2.9627963594448,0.0,101.09854814876,95.377959392089
Yale,0,75.0,201,-0.70293418938387,0.0,110.14557153897,102.00972638578
Bradley,0,57.57575757575758,39,-7.61600639821,0.0,99.989106248025,101.12218032775
N Dakota St,0,51.61290322580645,-45,-8.4006340736651,0.0,105.79558114011,108.74568950352
Gonzaga,3,90.9090909090909,785,7.1503009045353,2.0,124.11094991034,91.590272229297
Michigan,2,82.3529411764706,402,9.1828640258291,4.0,115.25883742987,86.247129219232
Texas Tech,5,81.25,442,7.0093431967924,6.0,112.07039591107,86.315372217585
Florida St,2,79.41176470588235,265,7.669459727496,7.0,111.29575002604,92.062229908765
Marquette,0,72.72727272727273,285,2.8052264628321,2.0,112.21356583986,95.659116697271
Buffalo,1,90.9090909090909,456,5.7488940607056,1.0,113.22210290549,95.191552377471
Nevada,0,87.87878787878788,462,4.1190960374271,0.0,112.87483221694,95.503729466395
Syracuse,0,60.60606060606061,133,0.50886678141157,1.0,109.40982169208,93.477219057058
Baylor,1,59.375,143,0.94716533040743,4.0,112.02382223311,98.083980920827
Florida,1,55.88235294117647,157,0.64241166219001,2.0,109.81682287842,91.378515768379
Arizona St,0,68.75,152,0.2292427389063,2.0,108.88610849047,97.888320216393
Murray St,1,86.20689655172414,383,1.3484797974368,0.0,110.49640230391,98.489983511292
Vermont,0,81.25,306,-0.75243990051898,0.0,107.21506218333,98.124541246425
N Kentucky,0,75.0,248,-2.0335915642611,0.0,108.36962424932,101.59807894641
Montana,0,75.0,235,-3.0113170622945,0.0,106.72266715603,103.17508943078
F Dickinson,0,58.064516129032256,70,-9.1526798828193,0.0,104.78801421991,110.26774736977
North Carolina,2,81.81818181818181,433,9.979454037027,9.0,119.22912978357,91.238149018938
Kentucky,3,81.81818181818181,373,8.7637863229353,9.0,116.8835516249,91.674403424489
Houston,2,91.17647058823529,489,7.932720961553,2.0,114.1039051875,90.934920217875
Kansas,1,73.52941176470588,180,8.3317857890493,8.0,112.54786969697,92.240378758306
Auburn,4,73.52941176470588,350,6.1211311036388,3.0,119.40433509875,95.927166042261
Iowa St,0,67.6470588235294,310,4.2909604505097,7.0,118.17812937048,96.132442527735
Wofford,1,86.66666666666667,410,4.1795410787673,0.0,115.80149781799,97.875309162219
Utah St,0,81.81818181818181,394,2.245430718171,0.0,111.19385206051,95.887369158633
Washington,1,76.47058823529412,185,3.2906332897027,1.0,105.96690651321,93.410533458994
Seton Hall,0,60.60606060606061,81,-0.2852935337022,2.0,107.76883391478,96.960463690116
Ohio St,1,57.57575757575758,113,0.85265846073568,1.0,108.34311353988,94.096342166738
New Mexico St,0,87.5,411,1.6322523315024,0.0,111.55682760766,98.799421182606
Northeastern,0,69.6969696969697,192,-2.5812491752188,0.0,110.04231084019,102.81929765084
Georgia St,0,71.875,88,-1.097052870161,0.0,107.63240402032,101.32868130129
Abilene Chr,0,79.3103448275862,198,-2.4736155850388,0.0,102.21758293697,100.97111977202
Iona,0,53.125,39,-10.19406268715,0.0,105.18465223698,110.07047274932
Virginia,6,90.625,537,11.092503932685,9.0,122.56689848182,88.748160373274
Tennessee,2,84.84848484848484,402,9.8256831319448,7.0,122.87244227756,95.036875161629
Purdue,3,71.875,300,6.104849230568,3.0,121.03653619467,95.616182981233
Kansas St,0,75.75757575757575,217,6.5572597117094,7.0,106.48598876096,87.508702972003
Wisconsin,0,69.6969696969697,252,6.2320024453103,2.0,108.87847142634,88.784349415696
Villanova,1,73.52941176470588,251,3.7294406611976,1.0,115.13784678773,98.698159330465
Cincinnati,0,82.3529411764706,323,5.9092002950493,1.0,112.07565411834,93.877469678153
Mississippi,0,62.5,161,0.95176434534004,3.0,113.12068261501,96.624983263064
Oklahoma,1,59.375,94,2.5329438741871,3.0,108.8707901114,92.766656086716
Iowa,1,66.66666666666667,154,3.1874897096183,3.0,116.39640078835,100.5043080951
St Mary's CA,0,66.66666666666667,282,-0.60470251928363,1.0,114.17451901039,97.299223900473
Oregon,2,65.71428571428571,264,-0.97220871651075,0.0,106.42440589802,92.895687204385
UC Irvine,1,85.29411764705883,301,0.93344795951744,1.0,105.5082292148,97.046037646149
Old Dominion,0,76.47058823529412,181,-1.5731271123751,1.0,100.40321494399,95.491017003437
Colgate,0,69.6969696969697,179,-4.1152670786074,0.0,108.40313256768,105.51422268751
Gardner Webb,0,64.51612903225806,73,-4.8604306414396,0.0,105.50122405208,107.24659008167
