TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
South Carolina,122.4913297447,73.194715166081,0.99732611630247,32–0,32,32,54.6,36.1,28.7,21.7,18.0,21.6,40.2,28.7,74.1,53.0,34.4,39.7,26.7,17.9,6.2,56.8,48.6,24.4,31.0,72.9,2024,14.025850437335,68.6,68.4,100.0,10.0,3376,6,952,0,140.98000000000013
Notre Dame,110.3686671399,75.384721437625,0.9876789570671,26–6,26,32,49.9,41.9,28.6,22.6,19.3,25.4,35.2,29.3,74.0,49.0,42.3,35.0,27.5,11.3,8.6,54.4,50.9,24.8,30.7,73.4,2024,7.7753771641994,76.7,68.6,81.25,7.0,3323,2,589,0,23.75
Oregon St,112.42653158713,79.966944621653,0.980504735493,24–7,24,31,52.9,39.8,25.2,18.7,19.2,13.6,29.1,24.9,67.1,52.4,38.9,35.9,28.1,9.6,7.1,65.3,46.1,37.5,28.4,67.6,2024,7.0507935874681,71.7,74.7,77.41935483870968,6.0,3333,3,366,0,548.21
Indiana,117.04362642401,82.410384170652,0.9826149353949,24–5,24,29,58.2,45.0,28.3,24.9,18.8,19.8,25.6,24.9,70.8,57.1,44.1,40.2,31.4,9.5,7.3,62.0,47.1,35.8,28.5,69.7,2024,6.425233363429,73.3,72.2,82.75862068965517,5.0,3231,2,448,0,544.2600000000001
Oklahoma,108.45223821406,81.731782780114,0.96277967834823,22–9,22,31,48.6,43.9,23.4,27.8,21.3,21.5,35.0,27.9,76.9,49.3,43.5,31.7,29.7,8.5,7.6,70.5,47.8,38.1,31.5,76.4,2024,5.1773328670688,70.4,70.7,70.96774193548387,6.0,3328,1,247,0,272.22
Nebraska,108.58029189658,83.40962440646,0.95403637406241,22–11,22,33,49.4,46.1,28.3,24.1,20.5,20.2,35.7,23.8,70.0,48.6,46.6,33.7,30.2,5.7,8.7,64.8,56.5,41.3,36.3,69.4,2024,2.7679550693589,73.0,72.4,66.66666666666667,3.0,3304,1,295,0,295.54999999999995
Mississippi,104.65603943517,79.133771716768,0.96138385780396,23–8,23,31,44.3,41.6,38.0,29.5,22.1,24.2,40.8,29.1,69.6,45.4,39.7,26.4,31.6,14.2,7.3,50.4,55.4,19.5,24.5,67.9,2024,2.9480044835147,69.3,71.8,74.19354838709677,3.0,3279,1,304,0,-259.4000000000001
North Carolina,106.15654367804,81.525214589393,0.95417548961007,19–12,19,31,46.3,43.4,30.3,27.2,18.2,22.6,31.2,28.0,69.9,46.4,40.9,30.6,32.0,12.4,6.6,49.6,56.0,28.6,35.7,69.8,2024,1.5511108497412,66.9,72.2,61.29032258064516,4.0,3314,1,218,0,-267.24
Michigan St,116.83033550366,85.029788425044,0.9747607757366,22–8,22,30,55.7,48.7,28.9,25.6,15.9,24.7,26.5,26.3,73.7,55.5,47.7,37.3,33.8,8.9,8.1,62.1,58.1,39.0,32.2,72.7,2024,2.358964363851,73.5,73.9,73.33333333333333,1.0,3277,0,492,0,366.3399999999999
Marquette,103.83887922805,80.403786277203,0.94985834213229,23–8,23,31,50.7,44.6,22.9,24.0,20.9,23.1,30.3,23.1,69.7,48.8,43.0,36.7,32.2,9.7,7.5,67.8,50.5,30.7,29.5,70.4,2024,1.6132056863022,76.3,69.5,74.19354838709677,1.0,3266,0,336,0,176.78999999999996
