"TeamName","Expected Tournament Wins"
"Virginia","2.05590326056304"
"Villanova","1.88689028294168"
"Iowa St","1.89153585915481"
"Michigan St","2.25561841546097"
"Cincinnati","1.3761436433019"
"North Carolina","1.21644979796876"
"Connecticut","1.23404087557731"
"Memphis","0.87704399949923"
"G Washington","0.707281322727512"
"St Joseph's PA","0.510726029982447"
"Providence","0.555840799672704"
"Harvard","0.620744000392923"
"Delaware","0.195185044745441"
"NC Central","0.39822492760681"
"WI Milwaukee","0.045169905518476"
"Coastal Car","0.0325150038869694"
"Florida","2.95500142448982"
"Kansas","2.04118623295766"
"Syracuse","1.68221363507845"
"UCLA","1.36413633988629"
"VCU","1.09015735280863"
"Ohio St","1.40317791986548"
"New Mexico","0.893886788338217"
"Colorado","0.566901407029693"
"Pittsburgh","1.23827154182842"
"Stanford","0.679204865895895"
"Dayton","0.511069468506101"
"SF Austin","0.485869084885595"
"Tulsa","0.214362406621732"
"W Michigan","0.132421289002696"
"E Kentucky","0.136193167067025"
"SUNY Albany","0.0375665292765862"
"Mt St Mary's","0.0236385564233844"
"Wichita St","1.73624778754681"
"Michigan","2.1564610815792"
"Duke","2.04838060821392"
"Louisville","2.61432838358218"
"St Louis","0.781049072545638"
"Massachusetts","0.634932790995193"
"Texas","0.866553187669265"
"Kentucky","1.25584970295019"
"Kansas St","0.562759273401948"
"Arizona St","0.61457804098819"
"Iowa","1.15549824507196"
"Tennessee","0.812974729498904"
"NC State","0.447040467224605"
"Xavier","0.648216140100252"
"Manhattan","0.298502541331851"
"Mercer","0.238271688578454"
"Wofford","0.0561620150001021"
"Cal Poly","0.0284221038009614"
"TX Southern","0.0220206191315776"
"Arizona","2.71958171722395"
"Wisconsin","2.01520018650824"
"Creighton","1.65613161037391"
"San Diego St","1.18771973764451"
"Oklahoma","1.04710896556405"
"Baylor","1.02249804025547"
"Oregon","0.844516270052246"
"Gonzaga","1.00733281084615"
"Oklahoma St","1.08436949789706"
"BYU","0.609145974843634"
"Nebraska","0.556274890025813"
"N Dakota St","0.31878688605262"
"New Mexico St","0.319229530635699"
"Louisiana","0.140893511488455"
"American Univ","0.121679971437771"
"Weber St","0.0567107409765629"
