0_ProbWin,0_TeamName,0_ADJOE,0_ADJDE,0_BARTHAG,0_EFG%,0_EFGD%,0_FTR,0_FTRD,0_TOR,0_TORD,0_ORB,0_DRB,0_2P%,0_2P%D,0_3P%,0_3P%D,0_3P%ODDIFF,0_3PR,0_3PRD,0_ADJ T.,0_Top30Wins,0_PomOrdinalRank,1_TeamName,1_ADJOE,1_ADJDE,1_BARTHAG,1_EFG%,1_EFGD%,1_FTR,1_FTRD,1_TOR,1_TORD,1_ORB,1_DRB,1_2P%,1_2P%D,1_3P%,1_3P%D,1_3P%ODDIFF,1_3PR,1_3PRD,1_ADJ T.,1_Top30Wins,1_PomOrdinalRank
1.0,Dayton,97.6010940995,79.91722386382,0.90877918349877,45.0,39.5,29.1,24.3,18.7,20.3,32.9,25.0,42.6,38.2,33.8,28.2,104.29999999999995,29.2,31.3,67.9,0.0,0,DePaul,114.53438164408,93.419856828451,0.91240563646788,50.9,50.3,20.0,21.2,17.2,23.7,36.5,33.7,50.4,53.2,34.5,28.4,381.44000000000017,33.2,26.9,79.7,2.0,0
0.0,DePaul,114.53438164408,93.419856828451,0.91240563646788,50.9,50.3,20.0,21.2,17.2,23.7,36.5,33.7,50.4,53.2,34.5,28.4,381.44000000000017,33.2,26.9,79.7,2.0,0,Dayton,97.6010940995,79.91722386382,0.90877918349877,45.0,39.5,29.1,24.3,18.7,20.3,32.9,25.0,42.6,38.2,33.8,28.2,104.29999999999995,29.2,31.3,67.9,0.0,0
1.0,Howard,83.664641567727,93.545533064974,0.21690978936764,40.9,39.8,36.7,34.1,23.5,25.0,35.9,32.5,42.2,39.5,25.1,26.9,-145.63999999999987,30.1,33.5,72.7,0.0,0,Incarnate Word,81.286249223379,99.017882033375,0.093704318457132,40.9,44.3,28.9,32.8,25.1,25.3,32.4,33.4,41.8,44.9,25.8,28.7,-147.2399999999999,29.0,31.2,66.0,0.0,0
0.0,Incarnate Word,81.286249223379,99.017882033375,0.093704318457132,40.9,44.3,28.9,32.8,25.1,25.3,32.4,33.4,41.8,44.9,25.8,28.7,-147.2399999999999,29.0,31.2,66.0,0.0,0,Howard,83.664641567727,93.545533064974,0.21690978936764,40.9,39.8,36.7,34.1,23.5,25.0,35.9,32.5,42.2,39.5,25.1,26.9,-145.63999999999987,30.1,33.5,72.7,0.0,0
1.0,Longwood,92.142310434277,93.712874977282,0.4515610117204,47.2,44.4,27.8,30.7,23.0,25.6,32.7,37.0,47.5,44.2,31.0,29.9,148.58000000000004,34.5,30.8,75.0,0.0,0,Mt St Mary's,86.459291917753,95.84970120244,0.2340220358973,48.3,45.1,26.7,23.3,24.1,23.5,26.4,32.6,45.3,43.8,35.2,32.3,498.0500000000002,39.2,27.3,67.9,0.0,0
0.0,Mt St Mary's,86.459291917753,95.84970120244,0.2340220358973,48.3,45.1,26.7,23.3,24.1,23.5,26.4,32.6,45.3,43.8,35.2,32.3,498.0500000000002,39.2,27.3,67.9,0.0,0,Longwood,92.142310434277,93.712874977282,0.4515610117204,47.2,44.4,27.8,30.7,23.0,25.6,32.7,37.0,47.5,44.2,31.0,29.9,148.58000000000004,34.5,30.8,75.0,0.0,0
1.0,Missouri St,95.405125708436,77.707422919131,0.91369328036692,40.3,40.8,31.2,32.4,19.3,25.7,37.6,26.0,40.3,40.3,26.8,27.9,-150.48000000000002,25.2,29.6,69.1,2.0,0,Florida St,102.22714622254,83.847257980929,0.90714856236104,47.8,43.5,28.1,23.6,22.9,22.2,32.1,30.7,48.1,41.0,31.4,32.3,-253.09000000000003,26.4,33.5,68.1,1.0,0
0.0,Florida St,102.22714622254,83.847257980929,0.90714856236104,47.8,43.5,28.1,23.6,22.9,22.2,32.1,30.7,48.1,41.0,31.4,32.3,-253.09000000000003,26.4,33.5,68.1,1.0,0,Missouri St,95.405125708436,77.707422919131,0.91369328036692,40.3,40.8,31.2,32.4,19.3,25.7,37.6,26.0,40.3,40.3,26.8,27.9,-150.48000000000002,25.2,29.6,69.1,2.0,0
1.0,Baylor,116.22637153355,80.384450655574,0.98580079916076,51.5,41.2,31.6,26.7,17.8,21.7,32.3,27.5,51.0,39.2,35.0,30.4,153.10000000000002,31.3,31.0,69.8,4.0,0,Hawaii,95.882273242134,93.459215981785,0.57306164437748,47.2,44.3,37.9,28.2,22.8,21.1,30.4,30.5,45.4,43.2,33.3,30.8,222.94999999999982,39.9,35.9,68.3,0.0,0
0.0,Hawaii,95.882273242134,93.459215981785,0.57306164437748,47.2,44.3,37.9,28.2,22.8,21.1,30.4,30.5,45.4,43.2,33.3,30.8,222.94999999999982,39.9,35.9,68.3,0.0,0,Baylor,116.22637153355,80.384450655574,0.98580079916076,51.5,41.2,31.6,26.7,17.8,21.7,32.3,27.5,51.0,39.2,35.0,30.4,153.10000000000002,31.3,31.0,69.8,4.0,0
1.0,Creighton,111.7355211475,87.618894236017,0.94246400514285,54.2,46.8,19.4,23.6,18.7,21.2,31.2,26.0,53.3,44.9,36.8,34.2,693.38,45.7,28.9,67.5,0.0,0,Colorado,103.06549700641,77.763636024215,0.96229193045748,46.2,43.4,30.8,25.8,21.2,27.3,33.5,30.5,46.6,42.8,30.3,29.7,-69.17999999999995,33.2,36.2,67.0,2.0,0
0.0,Colorado,103.06549700641,77.763636024215,0.96229193045748,46.2,43.4,30.8,25.8,21.2,27.3,33.5,30.5,46.6,42.8,30.3,29.7,-69.17999999999995,33.2,36.2,67.0,2.0,0,Creighton,111.7355211475,87.618894236017,0.94246400514285,54.2,46.8,19.4,23.6,18.7,21.2,31.2,26.0,53.3,44.9,36.8,34.2,693.38,45.7,28.9,67.5,0.0,0
0.51,FGCU,105.43574908041,85.304729402255,0.91957054899179,53.0,44.2,25.0,25.5,15.7,25.6,23.4,24.8,56.8,44.8,33.2,28.2,1198.4600000000003,54.7,21.9,71.9,1.0,0,Virginia Tech,111.45067998512,82.087259915685,0.9711590035478,51.8,40.6,28.3,21.7,19.1,19.8,27.8,28.3,49.9,38.2,36.3,31.3,670.1099999999999,42.0,27.3,67.4,2.0,0
