"TeamName","Expected Tournament Wins"
"Villanova","2.79867057365982"
"Duke","2.44331926431453"
"Baylor","1.94285438072959"
"Florida","1.38560389453713"
"Virginia","1.60187818572789"
"SMU","1.51856124307644"
"South Carolina","0.628713975195518"
"Wisconsin","1.31894817806071"
"Virginia Tech","0.779679441544281"
"Marquette","0.750422498692576"
"Providence","0.428388098834125"
"USC","0.447445966047081"
"UNC Wilmington","0.403627096510365"
"ETSU","0.337727098793966"
"New Mexico St","0.26210012550203"
"Troy","0.0522160014019827"
"Mt St Mary's","0.0264176543701764"
"New Orleans","0.0441509041459992"
"Gonzaga","2.79388741581921"
"Arizona","1.48837264694027"
"Florida St","1.79550034445018"
"West Virginia","2.38895910990904"
"Notre Dame","1.37746985926221"
"Maryland","0.733062534676527"
"St Mary's CA","0.983779628872328"
"Northwestern","0.628399065579319"
"Vanderbilt","0.566858221086539"
"VCU","0.463374904989303"
"Xavier","0.533492262953132"
"Princeton","0.287999273636669"
"Bucknell","0.263664281802005"
"FGCU","0.159790619473629"
"North Dakota","0.0595762170567632"
"S Dakota St","0.0212142746697638"
"Kansas","2.74252517533818"
"Louisville","1.85146090361615"
"Oregon","1.35236432693367"
"Purdue","1.54136405182784"
"Iowa St","1.82725461219964"
"Creighton","1.06232419103488"
"Michigan","1.37925210794179"
"Miami FL","0.789848395061055"
"Michigan St","0.566443152086788"
"Oklahoma St","1.07349432710335"
"Rhode Island","0.489363507265729"
"Nevada","0.459938901846425"
"Vermont","0.397033229793408"
"Iona","0.0813329362457791"
"Jacksonville St","0.0366939771479962"
"NC Central","0.099418407627065"
"UC Davis","0.0253317422064567"
"North Carolina","2.58804418330965"
"Kentucky","2.13891975074303"
"UCLA","1.70464418052913"
"Butler","1.42331369192817"
"Minnesota","0.866640945313973"
"Cincinnati","1.33056597315119"
"Dayton","0.537373765332199"
"Arkansas","0.79367445930857"
"Seton Hall","0.587969484882761"
"Wichita St","1.32647630267782"
"Kansas St","0.798862220534244"
"Wake Forest","0.55879387586772"
"MTSU","0.505930468278896"
"Winthrop","0.171746316613085"
"Kent","0.0521967914061047"
"N Kentucky","0.0662075938040461"
"TX Southern","0.0570708087220983"
