"TeamName","Expected Tournament Wins"
"South Carolina","4.82168916775735"
"Notre Dame","2.22417425874733"
"Oregon St","1.7753844886578"
"Indiana","1.69652045108918"
"Oklahoma","1.15162456000387"
"Nebraska","0.826805143528876"
"Mississippi","0.806700066024415"
"North Carolina","0.502000003836141"
"Michigan St","0.983770053751352"
"Marquette","0.649666240068091"
"Texas A&M","0.340720868723354"
"FGCU","0.490932558848856"
"Fairfield","0.449074387792938"
"E Washington","0.140554235472797"
"Kent","0.0164636207322644"
"Presbyterian","0.000802496186079075"
"Sacred Heart","0.00952685727985907"
"Texas","3.15157476119423"
"Stanford","2.9996279563404"
"NC State","2.14541873250352"
"Gonzaga","1.40509274249843"
"Utah","1.39223844730888"
"Tennessee","0.809227209568452"
"Iowa St","0.669713466452525"
"Alabama","0.727749788149241"
"Florida St","0.69340753846854"
"Maryland","0.699088875577388"
"WI Green Bay","0.203188560316629"
"S Dakota St","0.349858482552303"
"UC Irvine","0.0157944615187965"
"Chattanooga","0.112641242634835"
"Norfolk St","0.0922228131978382"
"Drexel","0.00155356806283808"
"Iowa","3.37154751154889"
"UCLA","2.64227926633341"
"LSU","2.35481000002305"
"Kansas St","1.75754492367188"
"Colorado","1.48367695595736"
"Louisville","1.13421507974073"
"Creighton","1.34439812480869"
"West Virginia","1.25987562061473"
"Princeton","0.817236596961157"
"UNLV","0.820150124525125"
"MTSU","0.472458052287814"
"Drake","0.42967081923679"
"Portland","0.0157412221790824"
"Rice","0.00440413928109358"
"Cal Baptist","0.149530229944967"
"Holy Cross","0.00244202171445796"
"TN Martin","0.000536972503063581"
"USC","2.49100016415501"
"Ohio St","2.24823200002776"
"Connecticut","3.4370822713757"
"Virginia Tech","1.50141864504019"
"Baylor","1.44584981016954"
"Syracuse","0.992967044736844"
"Duke","0.891635486614336"
"Kansas","0.675816963748379"
"Michigan","0.334977792914274"
"Richmond","0.664022107150588"
"Arizona","0.409494536605901"
"Auburn","0.376272932697985"
"Columbia","0.280303553119705"
"Vanderbilt","0.451717666789191"
"Marshall","0.0938724836326278"
"Jackson St","0.191267418543967"
"Maine","0.0208920659428965"
"TAM C. Christi","0.0153515014125608"
