TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE,PomOrdinalRank
Purdue,0,85.29411764705883,352,9.3905763729043,8.0,118.54831601233,92.63698576637,2
Marquette,1,82.3529411764706,318,7.8278858672931,6.0,118.98964669861,96.035618255926,3
Kansas St,3,71.875,207,4.23808146383,5.0,110.33369818078,93.08931314727,6
Tennessee,2,69.6969696969697,454,2.8101382603082,3.0,111.06060306093,86.157258746696,2
Duke,1,76.47058823529412,292,4.5023921068465,3.0,111.85038867773,93.136616727047,6
Kentucky,1,65.625,225,1.6143042916041,3.0,114.66816328313,97.83098685104,7
Michigan St,2,61.29032258064516,88,2.4263217733405,3.0,111.61094468869,95.030882554462,8
Memphis,0,76.47058823529412,267,4.7175698850572,3.0,113.94857654938,94.172028849355,5
FL Atlantic,4,90.625,412,4.7184011651749,1.0,112.20156397943,94.81719747108,7
USC,0,68.75,177,2.0737568975395,1.0,110.76316589094,96.368902220812,9
Providence,0,65.625,217,1.346381062181,3.0,114.94240418187,100.36505617643,11
Oral Roberts,0,86.66666666666667,376,1.5939632806561,0.0,111.92147607282,101.18946796854,14
Louisiana,0,76.66666666666667,151,-0.53229866610761,0.0,110.78217253937,102.30898089727,23
Montana St,0,71.875,131,-2.7020806014801,0.0,104.12481807886,96.994492619364,28
Vermont,0,68.75,174,-3.8262785690412,0.0,107.94955284356,101.2192068864,29
F Dickinson,1,53.125,10,-12.194741967098,0.0,104.6018137194,117.03943870122,78
TX Southern,0,37.5,-159,-13.490049299508,0.0,94.765986998335,104.28906608962,72
Alabama,2,85.29411764705883,465,10.193486752464,6.0,115.42401532343,88.338288285324,1
Arizona,0,82.3529411764706,380,7.5711312911333,6.0,119.67570888576,95.449488010284,3
Baylor,1,68.75,221,5.2370824900395,7.0,120.93552799511,99.451333897434,4
Virginia,0,78.125,242,4.104574751622,3.0,110.395978146,93.450507956899,9
San Diego St,5,81.25,241,5.6537700935788,1.0,111.29143507128,90.148359646318,4
Creighton,3,63.63636363636363,269,2.1585105307497,2.0,113.8140771203,92.771247928892,4
Missouri,1,72.72727272727273,162,3.5242806767993,2.0,117.54924094266,103.75350884626,13
Maryland,1,63.63636363636363,238,1.0064006496487,2.0,111.53959474601,94.983505036909,6
West Virginia,0,57.57575757575758,174,1.4572628204182,1.0,116.07752614471,96.373722901667,5
Utah St,0,75.75757575757575,263,2.9489482462263,0.0,115.52705362344,98.02876745732,5
NC State,0,69.6969696969697,244,1.128086816503,1.0,112.99182021864,97.803290216637,14
Col Charleston,0,90.9090909090909,428,1.663132364865,0.0,109.22348171999,97.733590879056,19
Furman,1,77.41935483870968,279,-1.9953555933181,0.0,111.9162047509,104.05435016763,23
UC Santa Barbara,0,78.125,194,-1.5136269263198,0.0,108.66859946413,104.03980029279,26
Princeton,2,70.37037037037037,164,-3.1924009779817,0.0,107.60989902671,101.58976477928,28
SE Missouri St,0,51.515151515151516,-16,-11.655804506926,0.0,98.741442018799,106.8938657007,65
TAM C. Christi,0,65.51724137931035,155,-6.0495290160593,0.0,104.42174807627,106.15798448682,43
Houston,2,91.17647058823529,630,8.0463037377315,6.0,117.11007043301,88.031568291145,1
Texas,3,76.47058823529412,355,7.5353888510675,9.0,114.59588880205,91.567241884195,2
Xavier,2,73.52941176470588,250,5.3595601890427,6.0,118.6142162102,98.414769691433,4
Indiana,1,66.66666666666667,217,3.4259274395837,4.0,112.52553295062,95.838229666793,8
Miami FL,4,78.125,233,3.659363200768,2.0,117.2815729223,101.37785322627,10
Iowa St,0,59.375,182,2.4089408490713,6.0,108.1674038417,89.986383263813,6
Texas A&M,0,73.52941176470588,239,3.6842331296682,4.0,113.24683913293,94.822118513595,7
Iowa,0,59.375,186,0.34753554057712,2.0,118.93954357607,102.73086619219,10
Auburn,1,62.5,181,1.0539379981388,1.0,110.94538847885,93.198105448692,8
Penn St,1,62.857142857142854,137,1.327175021973,2.0,115.40320125151,99.926544491708,10
Mississippi St,0,63.63636363636363,162,0.36259960257168,2.0,102.42644228041,90.819236300741,13
Pittsburgh,1,66.66666666666667,186,-0.2509467657903,2.0,112.49130109315,101.53705599101,20
Drake,0,78.78787878787878,312,-0.68683140629985,0.0,107.92871282894,96.119518321247,17
Kent,0,81.25,300,0.81704659052471,0.0,106.07033157944,95.095211633273,18
Kennesaw,0,74.19354838709677,90,-1.4277042583915,0.0,105.03378808787,100.50249255531,32
Colgate,0,75.75757575757575,294,-3.6541843631571,0.0,111.68645306288,105.78532089722,29
N Kentucky,0,62.5,79,-6.6840103161945,0.0,101.08433596987,101.10823935221,41
Kansas,1,79.41176470588235,238,10.074856026903,9.0,112.89641667377,91.463879049004,3
UCLA,2,85.29411764705883,463,8.4032431047053,4.0,113.18334491786,87.392078556466,1
Gonzaga,3,84.375,404,6.6443669438964,5.0,122.61768465077,98.550936341534,2
Connecticut,6,75.75757575757575,443,5.0335888258148,4.0,118.9010126587,92.453669904642,1
St Mary's CA,1,78.125,351,3.4040874531241,2.0,111.68934537532,89.121018925291,3
TCU,1,63.63636363636363,240,2.2412947755676,4.0,110.37512947718,93.396258449798,7
Northwestern,1,65.625,166,1.6040136174188,5.0,106.63724368307,91.716929427106,11
Arkansas,2,60.60606060606061,232,0.37778832011759,3.0,110.70857397638,91.986654146577,5
Illinois,0,62.5,246,0.88530926063327,2.0,108.98806520828,94.417162940157,9
Boise St,0,71.875,225,2.1448387093379,2.0,108.21575513633,92.893601248388,8
Arizona St,0,64.70588235294117,89,1.2271905796438,3.0,105.76961069511,93.791521533372,17
