TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE,PomOrdinalRank
Duke,0,91.17647058823529,707,9.6891799194736,6.0,127.53328785156,90.672241762547,1
Alabama,0,75.75757575757575,320,9.8564409862357,9.0,127.05823599743,96.209996964352,2
Wisconsin,0,74.28571428571429,325,5.9514913890466,5.0,122.26368097008,96.9143760943,3
Arizona,0,64.70588235294117,316,5.3969918166626,7.0,123.35050316456,96.314301439982,4
Oregon,0,72.72727272727273,174,5.2839267225739,4.0,115.20443680945,97.028929381088,8
BYU,0,72.72727272727273,333,4.7574292869716,5.0,124.26874593364,98.996869041994,6
St Mary's CA,0,84.375,384,4.1869975699734,2.0,115.05499551071,93.445917681225,6
Mississippi St,0,63.63636363636363,185,2.9890836486258,3.0,118.51749906062,98.60910548434,8
Baylor,0,56.25,187,1.9555771545327,2.0,120.72442624013,99.39167138015,8
Vanderbilt,0,62.5,155,1.5163882150749,4.0,118.1791212604,100.91510916422,12
VCU,0,81.81818181818181,456,0.95029591309356,0.0,115.06959901087,96.13133979476,8
Liberty,0,80.64516129032258,298,-0.12115233000236,0.0,112.60736987417,98.047268775821,16
Akron,0,81.25,258,-1.6873706041505,0.0,113.30159220593,106.36521518908,25
Montana,0,70.96774193548387,24,-3.0918942453713,0.0,110.95822472875,109.23941451071,45
Robert Morris,0,75.75757575757575,190,-4.2614124681232,0.0,104.69523256459,105.12753198834,37
American Univ,0,62.5,-15,-8.2460588714742,0.0,101.60178881344,107.89149372146,62
Mt St Mary's,0,63.63636363636363,-17,-8.1351137066511,0.0,99.173400254723,107.38912013172,64
Houston,0,88.23529411764706,535,11.516837527114,10.0,124.51997334243,87.593428147401,1
Tennessee,0,79.41176470588235,398,9.2985756233488,8.0,118.81353478562,90.354969683054,2
Kentucky,0,66.66666666666667,245,5.5933290582025,9.0,124.09885297489,98.766917697554,3
Purdue,0,66.66666666666667,224,4.2752542565415,4.0,124.44773308906,99.551535917307,4
Clemson,0,81.81818181818181,352,4.9247303478079,2.0,118.0278492013,95.509366095505,5
Illinois,0,63.63636363636363,304,3.3753424808579,5.0,121.72620844516,97.122429607722,5
UCLA,0,68.75,289,3.2780357284521,5.0,116.78042493725,94.831420773772,7
Gonzaga,0,75.75757575757575,561,2.7329844746468,1.0,123.30371106542,96.646269366629,3
Georgia,0,62.5,200,2.0464113308956,3.0,115.41621850586,95.832663864372,9
Utah St,0,78.125,296,2.0417715628786,1.0,121.41162924263,104.76985114143,14
Texas,0,55.88235294117647,211,0.073695927432549,5.0,116.64330964538,99.808790930019,12
Xavier,0,65.625,229,0.35059290773514,1.0,115.56518490266,98.304766683416,11
McNeese St,0,80.64516129032258,348,-0.78197307555439,0.0,113.25034195671,100.20094136719,16
High Point,0,84.375,358,-1.7759298987342,0.0,117.52134511365,108.67523143681,21
Troy,0,67.74193548387096,200,-4.3323960938118,0.0,106.59280590835,100.58756280456,25
Wofford,0,53.125,88,-9.6528156604268,0.0,111.20010711021,109.65527397722,30
SIUE,0,63.333333333333336,79,-7.7816066702734,0.0,101.05156588228,105.59896333921,54
Auburn,0,84.84848484848484,470,12.539179729846,10.0,129.67717224,93.382650402036,1
Michigan St,0,81.81818181818181,360,7.8863050424009,6.0,116.85581065955,92.416025769053,2
Iowa St,0,72.72727272727273,406,5.405731022495,3.0,119.45354972085,92.607205654804,3
Texas A&M,0,68.75,204,5.1938128968889,5.0,115.62964905398,92.998533704681,5
Michigan,0,73.52941176470588,239,6.2508190683204,6.0,116.15855917231,94.451258174754,7
Mississippi,0,66.66666666666667,180,4.8342126181343,5.0,117.05044379649,96.458850392702,7
Marquette,0,69.6969696969697,275,3.6027735960119,5.0,117.00503605095,96.157274541779,7
Louisville,0,79.41176470588235,329,5.6270220768924,2.0,118.1071228483,95.165475490164,6
Creighton,0,70.58823529411765,194,3.0392261504859,3.0,116.76306339784,98.236180893412,9
New Mexico,0,78.125,294,2.5408480370241,2.0,111.99202200536,95.579886638606,11
North Carolina,0,62.857142857142854,204,1.4929084350576,1.0,118.36591929015,99.867151785468,10
San Diego St,0,68.96551724137932,166,0.73989866316285,1.0,108.74926006664,94.16898644043,11
UC San Diego,0,87.5,483,0.97062290087469,0.0,112.42283610193,97.624956181817,10
Yale,0,75.0,292,-2.6611010463245,0.0,113.96024628038,103.78190538325,18
Lipscomb,0,71.875,318,-4.077792351433,0.0,110.31558532681,102.85344304123,20
Bryant,0,65.625,186,-7.0908773169834,0.0,105.95615677785,105.54881622232,39
Alabama St,0,54.54545454545455,-10,-10.150069315709,0.0,101.34045316836,110.64283258272,70
St Francis PA,0,43.333333333333336,-164,-12.20185243863,0.0,99.891347044756,112.06834724551,80
