"TeamName","Expected Tournament Wins"
"Baylor","2.74193326652024"
"Kentucky","2.28681964101318"
"Purdue","2.07105244471601"
"UCLA","1.4769149180565"
"St Mary's CA","0.986325183661619"
"Texas","1.35384677762522"
"Murray St","0.91367601732952"
"North Carolina","0.963663710445904"
"Marquette","0.545954434636544"
"San Francisco","0.781326609639089"
"Virginia Tech","1.07730033467591"
"Indiana","0.694923787587869"
"Wyoming","0.471140037387003"
"Akron","0.101270802411406"
"Yale","0.0714771774482928"
"St Peter's","0.0921276926422314"
"Norfolk St","0.094240621477415"
"Gonzaga","2.93309755351739"
"Duke","2.38372414267686"
"Texas Tech","2.31119205358089"
"Arkansas","1.34002042156178"
"Connecticut","1.14306079766485"
"Alabama","0.828953148972645"
"Michigan St","0.767786657059031"
"Boise St","0.822997508661173"
"Memphis","0.797460341265472"
"Davidson","0.609936558124262"
"Notre Dame","0.645731594077823"
"Rutgers","0.431830323389937"
"New Mexico St","0.317888108237358"
"Vermont","0.557302849946484"
"Montana St","0.135159021125251"
"CS Fullerton","0.0669641263729582"
"Georgia St","0.0617703091361083"
"Kansas","2.77654491901468"
"Auburn","1.68727750586581"
"Wisconsin","1.23856872738391"
"Providence","0.798692379697668"
"Iowa","1.82272122274133"
"LSU","1.19823843946874"
"USC","0.861782695311008"
"San Diego St","0.768949105258296"
"Creighton","0.500721471192674"
"Miami FL","0.70329281745709"
"Iowa St","0.912330123445574"
"Richmond","0.22267054201927"
"S Dakota St","0.508838307157854"
"Colgate","0.14087310968"
"Jacksonville St","0.0789559450432808"
"TAM C. Christi","0.0229102419320131"
"TX Southern","0.0515454729009708"
"Arizona","2.79890055851015"
"Villanova","1.69357258680864"
"Tennessee","2.09692550871034"
"Illinois","1.3449867511108"
"Houston","2.09326308440825"
"Colorado St","0.776476690764615"
"Ohio St","0.729152824064044"
"Seton Hall","0.648208765591274"
"TCU","0.865269450015517"
"Loyola-Chicago","0.868407938423184"
"Michigan","0.669665047246857"
"UAB","0.604156770220627"
"Chattanooga","0.354458735048908"
"Longwood","0.123241400538232"
"Delaware","0.069546397673102"
"Bryant","0.05200386370557"
"Wright St","0.0379816289454975"
