"TeamName","Expected Tournament Wins"
"Virginia","1.96378576484905"
"Villanova","1.77857074742045"
"Iowa St","1.54805283688516"
"Michigan St","2.08912292320117"
"Cincinnati","1.11459573621815"
"North Carolina","1.16500839988429"
"Connecticut","1.15623659392113"
"Memphis","0.935914410343082"
"G Washington","0.635170452085084"
"St Joseph's PA","0.73416093939516"
"Providence","0.619393352712175"
"Harvard","0.797662581412693"
"Delaware","0.187239004011571"
"NC Central","0.234611128796738"
"WI Milwaukee","0.0733781390688705"
"Coastal Car","0.0287048171837996"
"Florida","2.72758971388875"
"Kansas","2.0621024798394"
"Syracuse","1.77605735491396"
"UCLA","1.35452184664081"
"VCU","0.904138804851394"
"Ohio St","1.27677016093977"
"New Mexico","0.907877981252516"
"Colorado","0.549823836177835"
"Pittsburgh","1.37528181970133"
"Stanford","0.717283109884068"
"Dayton","0.561240231246127"
"SF Austin","0.437409674449259"
"Tulsa","0.245684939507123"
"W Michigan","0.126808804136581"
"E Kentucky","0.136779319577984"
"SUNY Albany","0.0453463287828479"
"Wichita St","1.64296849381949"
"Michigan","2.0459263601525"
"Duke","2.47212975713164"
"Louisville","2.68567153327344"
"St Louis","0.75131837275278"
"Massachusetts","0.587690284117209"
"Texas","0.919414543029086"
"Kentucky","1.16257555633631"
"Kansas St","0.720756710471786"
"Arizona St","0.586122473909762"
"Tennessee","1.21198751625782"
"NC State","0.533749416970029"
"Manhattan","0.31450303708304"
"Mercer","0.230568059581447"
"Wofford","0.0398300149992494"
"Cal Poly","0.0395106096164932"
"Arizona","2.51404998686141"
"Wisconsin","2.25072131706634"
"Creighton","2.03574958672136"
"San Diego St","1.08155565615186"
"Oklahoma","1.22835953281983"
"Baylor","1.08617533348535"
"Oregon","0.892487464304875"
"Gonzaga","1.16835627220465"
"Oklahoma St","1.13814727122016"
"BYU","0.612653515111174"
"Nebraska","0.568537215773927"
"N Dakota St","0.395213448389809"
"New Mexico St","0.357603114943529"
"Louisiana","0.205219606482296"
"American Univ","0.13556754660978"
"Weber St","0.0541386813285682"
