"TeamName","Expected Tournament Wins"
"Villanova","3.63958754054167"
"Purdue","2.88565291616528"
"Texas Tech","1.43478554001689"
"Wichita St","1.30612644198529"
"West Virginia","1.98415031749778"
"Florida","1.471265520947"
"Arkansas","0.865038674623917"
"Virginia Tech","0.929007210944026"
"Alabama","0.496361375544031"
"Butler","1.15829502323379"
"St Bonaventure","0.404813846081625"
"Murray St","0.376836269198482"
"Marshall","0.167650755183981"
"SF Austin","0.188546724675136"
"CS Fullerton","0.0546962280419213"
"Radford","0.0494228489276265"
"Kansas","2.83419404139985"
"Duke","2.60424160895264"
"Michigan St","2.12412088343029"
"Auburn","1.40040898708686"
"Clemson","1.00690291560178"
"TCU","1.15635214624546"
"Rhode Island","0.60955577056689"
"Seton Hall","1.19287146401816"
"NC State","0.768996113999282"
"Oklahoma","0.897915246940743"
"Syracuse","0.543215411701483"
"New Mexico St","0.544070058296239"
"Col Charleston","0.114706480965636"
"Bucknell","0.172687821136084"
"Iona","0.0839320917665761"
"Penn","0.172213174127775"
"Virginia","3.53946246343913"
"Cincinnati","1.73234636933285"
"Tennessee","1.67609231150902"
"Arizona","1.0079335337879"
"Kentucky","1.18006419733842"
"Miami FL","1.03283047737637"
"Nevada","0.80376283668952"
"Creighton","1.08751345787342"
"Kansas St","0.944164426268961"
"Texas","0.759486870967328"
"Loyola-Chicago","0.553715992772819"
"Davidson","0.510123399298334"
"Buffalo","0.408632321443198"
"Wright St","0.109650357850405"
"Georgia St","0.184459008720499"
"UMBC","0.0472338759495566"
"Xavier","2.25995368918774"
"North Carolina","2.70561769151143"
"Michigan","1.85218557017892"
"Gonzaga","1.57531878084578"
"Ohio St","1.5384901190411"
"Houston","1.12160694263278"
"Texas A&M","0.949412053137608"
"Missouri","0.763043346409237"
"Florida St","0.944953125982895"
"Providence","0.698521770694013"
"San Diego St","0.58094623159802"
"S Dakota St","0.538489117496761"
"UNC Greensboro","0.247405892284676"
"Montana","0.275959549102978"
"Lipscomb","0.0842798958362225"
"TX Southern","0.0143338054954635"
