TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE,PomOrdinalRank
South Carolina,6,100.0,952,14.025850437335,10.0,122.4913297447,73.194715166081,0
Notre Dame,2,81.25,589,7.7753771641994,7.0,110.3686671399,75.384721437625,0
Oregon St,3,77.41935483870968,366,7.0507935874681,6.0,112.42653158713,79.966944621653,0
Indiana,2,82.75862068965517,448,6.425233363429,5.0,117.04362642401,82.410384170652,0
Oklahoma,1,70.96774193548387,247,5.1773328670688,6.0,108.45223821406,81.731782780114,0
Nebraska,1,66.66666666666667,295,2.7679550693589,3.0,108.58029189658,83.40962440646,0
Mississippi,1,74.19354838709677,304,2.9480044835147,3.0,104.65603943517,79.133771716768,0
North Carolina,1,61.29032258064516,218,1.5511108497412,4.0,106.15654367804,81.525214589393,0
Michigan St,0,73.33333333333333,492,2.358964363851,1.0,116.83033550366,85.029788425044,0
Marquette,0,74.19354838709677,336,1.6132056863022,1.0,103.83887922805,80.403786277203,0
Texas A&M,0,61.29032258064516,311,-0.340710010902,2.0,101.48704338549,78.784579346491,0
FGCU,0,87.09677419354838,537,0.19614278749969,0.0,105.13942076604,85.455077376296,0
Fairfield,0,96.7741935483871,517,0.43636362209562,0.0,98.955021095393,87.349884900754,0
E Washington,0,84.375,375,-2.1342576195745,0.0,95.580158322481,86.472188726511,0
Kent,0,65.51724137931035,160,-6.1681550413581,0.0,99.72062932503,93.055118933753,0
Presbyterian,0,54.83870967741935,-103,-11.693577870269,0.0,80.768258513207,97.36880079214,0
Sacred Heart,0,70.96774193548387,268,-7.4616757512414,0.0,89.417850910558,96.698251599836,0
Texas,3,88.23529411764706,789,9.532780397099,7.0,120.87807508537,76.181659381752,0
Stanford,2,84.84848484848484,604,10.080134865434,8.0,121.60650473666,79.136106525769,0
NC State,4,81.81818181818181,456,7.6898001071784,5.0,111.0507832442,76.303281011463,0
Gonzaga,2,90.9090909090909,700,3.9761758315325,2.0,121.45751181572,85.473254434879,0
Utah,1,66.66666666666667,420,4.644001373665,4.0,116.1950973387,82.369715795442,0
Tennessee,1,61.29032258064516,195,2.4377640984284,1.0,111.56431136193,84.806250137854,0
Iowa St,1,64.51612903225806,205,3.0721334036792,6.0,112.46658152878,85.714898060833,0
Alabama,1,71.875,375,1.9514329697394,2.0,107.85515547617,83.969264896875,0
Florida St,0,69.6969696969697,248,2.2607424041764,2.0,108.19810652397,84.464079451305,0
Maryland,0,59.375,160,2.0157389014556,1.0,110.16248847617,83.87201040768,0
WI Green Bay,0,81.25,525,-1.895493059568,1.0,109.21287269483,87.720551800143,0
S Dakota St,0,83.33333333333333,408,-0.2747038961293,0.0,101.22872909873,86.433167572605,0
UC Irvine,0,74.19354838709677,253,-6.3010771240128,0.0,91.940785539088,86.811749064062,0
Chattanooga,0,86.66666666666667,272,-2.0461282462881,0.0,96.639223302704,88.860695900244,0
Norfolk St,0,83.87096774193549,432,-3.2682392943946,0.0,92.161803796415,89.023464721584,0
Drexel,0,56.25,61,-10.77834578915,0.0,90.751101906765,90.645030787324,0
Iowa,5,87.87878787878788,691,10.465156311397,7.0,128.05527740049,84.687499469787,0
UCLA,2,80.64516129032258,526,9.6053017070863,9.0,117.10853925537,75.678914914887,0
LSU,3,84.84848484848484,797,6.8917483694231,5.0,118.90317235945,79.775838994745,0
Kansas St,1,78.125,467,6.5808911995381,6.0,106.63562297949,74.540327525594,0
Colorado,2,70.96774193548387,366,5.6071797066642,5.0,113.85459283552,81.043506283578,0
Louisville,0,72.72727272727273,345,4.2797202892797,4.0,111.12244587631,82.38857568634,0
Creighton,1,83.33333333333333,329,5.3190076534604,3.0,115.22323478467,85.613017573358,0
West Virginia,1,77.41935483870968,523,3.6856845788311,2.0,106.75516144593,75.734826325663,0
Princeton,0,86.20689655172414,399,2.830901036845,2.0,107.20029100689,82.77885838641,0
UNLV,0,93.75,673,1.7122963930906,1.0,109.13152583842,84.891909970392,0
MTSU,1,87.87878787878788,580,0.17044099457935,1.0,105.88114134731,83.474339677428,0
Drake,0,85.29411764705883,407,0.33331501877652,0.0,105.80649315347,88.290172197746,0
Portland,0,61.29032258064516,120,-6.0138610914116,1.0,92.278185941179,84.222429578127,0
Rice,0,57.57575757575758,151,-8.9864659854607,0.0,96.179728323438,86.801527721203,0
Cal Baptist,0,90.3225806451613,317,-1.5071023577473,0.0,97.44303979277,92.863953877,0
Holy Cross,0,61.29032258064516,164,-10.067810289843,0.0,90.472586697966,92.613739542098,0
TN Martin,0,48.38709677419355,0,-13.663002058562,0.0,92.062728481668,97.940656806303,0
USC,3,83.87096774193549,388,10.19000247629,10.0,115.08659391002,78.877352116306,0
Ohio St,1,82.75862068965517,455,8.4913614489065,7.0,113.85829036089,77.13399101745,0
Connecticut,4,84.84848484848484,756,9.2625814419266,3.0,122.03759347661,75.294685241367,0
Virginia Tech,1,77.41935483870968,405,5.7591965390666,5.0,115.14564632837,84.217227902218,0
Baylor,2,77.41935483870968,471,5.044326215152,4.0,107.41167929026,75.610298699375,0
Syracuse,1,76.66666666666667,270,3.9796083752172,3.0,108.47647177559,87.396227342533,0
Duke,2,64.51612903225806,336,2.5405374408332,2.0,104.58096430141,76.581358905521,0
Kansas,1,61.29032258064516,137,2.5583656171225,3.0,109.65316104696,83.950309552096,0
Michigan,0,60.60606060606061,203,0.30036542808389,3.0,104.83292001694,84.052561573413,0
Richmond,0,85.29411764705883,434,1.4687037670815,0.0,109.00168374002,89.298898129168,0
Arizona,0,53.125,134,0.56593029968169,2.0,105.84674348738,81.677903494891,0
Auburn,0,64.51612903225806,252,0.060118850659827,1.0,96.829864494592,76.182572691537,0
Columbia,0,79.3103448275862,370,-0.80373938757086,0.0,110.81250900187,91.449414701913,0
Vanderbilt,0,70.96774193548387,216,0.95644100067888,1.0,102.65624638082,83.067354255753,0
Marshall,0,80.0,363,-3.0876659128649,0.0,103.87777915051,93.166086203828,0
Jackson St,0,79.3103448275862,301,-1.3600957621669,0.0,96.846445551734,88.878059394666,0
Maine,0,72.72727272727273,263,-5.8723637807655,0.0,96.69225063963,90.978668939741,0
TAM C. Christi,0,70.37037037037037,152,-6.0678575967212,0.0,88.598124506582,88.456898206852,0
