"TeamName","Expected Tournament Wins"
"North Carolina","2.4702495805883"
"Xavier","1.7087490747196"
"West Virginia","2.38505873557992"
"Kentucky","1.81782180630559"
"Indiana","1.3315704307104"
"Notre Dame","0.972981029921825"
"Wisconsin","0.782943140792273"
"USC","0.609467461427433"
"Providence","0.962528752800984"
"Pittsburgh","0.877782586398437"
"Michigan","0.736502089865228"
"Tulsa","0.391623882324165"
"Chattanooga","0.311710730093877"
"Stony Brook","0.331423221423365"
"SF Austin","0.493966840171192"
"Weber St","0.135799404287605"
"F Dickinson","0.0173291565197531"
"FGCU","0.052398392758239"
"Virginia","2.6749235060025"
"Michigan St","2.60113607990011"
"Utah","1.31261751164967"
"Iowa St","1.2295196413912"
"Purdue","1.80447973771885"
"Seton Hall","1.39758553247536"
"Dayton","0.70807531658572"
"Texas Tech","0.608562969672065"
"Butler","1.07692935665386"
"Syracuse","0.57831779797472"
"Gonzaga","1.01646031164997"
"Ark Little Rock","0.551892409412624"
"Iona","0.202123888111489"
"Fresno St","0.233064697155277"
"MTSU","0.142638916829212"
"Hampton","0.0406792736409874"
"Kansas","3.24464689343122"
"Villanova","2.59580841496418"
"Miami FL","1.73028180304511"
"California","0.921397519694826"
"Maryland","1.17435093235605"
"Arizona","1.30361062460896"
"Iowa","1.20944409508242"
"Colorado","0.543431654065005"
"Connecticut","0.923500613156302"
"Temple","0.325994851075734"
"Vanderbilt","0.942898920612691"
"Wichita St","0.834524990354485"
"S Dakota St","0.271901241831407"
"Hawaii","0.494102958159029"
"Buffalo","0.0832603615094136"
"UNC Asheville","0.100309596108333"
"Austin Peay","0.016088924441977"
"Oregon","1.57926358213485"
"Oklahoma","2.15540261652181"
"Texas A&M","1.57586376564302"
"Duke","1.67362112047617"
"Baylor","1.20000467596828"
"Texas","1.09870555905453"
"Oregon St","0.428738402420171"
"St Joseph's PA","0.890715432994364"
"Cincinnati","0.837278304673806"
"VCU","0.759749191796296"
"Northern Iowa","0.391739034821288"
"Yale","0.479410766947976"
"UNC Wilmington","0.283105348368341"
"WI Green Bay","0.119152330737996"
"CS Bakersfield","0.201120845081409"
"Holy Cross","0.00612427606979784"
"Southern Univ","0.0355370882809462"
