TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE
Villanova,6,88.23529411764706,550,10.633612191605,8.0,127.6981439623,95.368488309397
Purdue,2,82.3529411764706,527,7.6270328648846,7.0,123.59342762894,94.426027428196
Texas Tech,3,72.72727272727273,348,4.6709071317818,4.0,112.93647111146,91.08791552106
Wichita St,0,78.125,373,3.4089954140042,4.0,120.39122089874,101.54787048406
West Virginia,2,70.58823529411765,361,4.5779131312932,7.0,119.09102600537,95.340636027972
Florida,1,62.5,212,1.4065902230892,6.0,116.00410252037,95.154220274259
Arkansas,0,67.6470588235294,189,2.800903742039,2.0,117.01533274022,100.31224153457
Virginia Tech,0,65.625,255,1.3408011511761,5.0,114.38171938587,98.396918672363
Alabama,1,55.88235294117647,81,-1.1281737303351,4.0,107.03626337281,94.844009462652
Butler,1,60.60606060606061,209,1.7176298894644,4.0,115.35553146222,95.54816910134
St Bonaventure,0,78.125,221,1.4318121545859,1.0,110.42695704008,100.56835211969
Murray St,0,82.75862068965517,329,-0.37874004489942,0.0,111.09028431918,101.20064472726
Marshall,1,69.6969696969697,149,-2.5062412193517,1.0,107.82464021191,103.43084787262
SF Austin,0,80.0,293,-1.8298464824362,0.0,104.09726253211,98.308400551103
CS Fullerton,0,62.06896551724138,29,-5.4467515418389,0.0,102.57406704735,103.79376752007
Radford,0,62.5,66,-6.4896631183382,0.0,101.80533866327,103.46133606254
Kansas,4,79.41176470588235,359,8.1656641130279,10.0,121.72755320581,95.740681432433
Duke,3,78.78787878787878,498,6.6358830011985,5.0,123.17669176177,93.929163455457
Michigan St,1,87.87878787878788,534,7.9688549844161,4.0,119.41892835682,93.720956969125
Auburn,1,78.125,322,4.2722571879572,4.0,117.00389190724,97.071220131275
Clemson,2,71.875,239,3.9560570312446,3.0,111.58918518295,93.683607591399
TCU,0,65.625,226,2.1871989388014,3.0,120.36131185706,101.09831094779
Rhode Island,1,78.125,265,1.6244796448066,1.0,110.22613160121,96.513815832166
Seton Hall,1,65.625,182,2.4972745291727,4.0,116.4845287253,97.423350976671
NC State,0,65.625,216,0.86991072815685,5.0,114.78004012184,101.09280300413
Oklahoma,0,58.064516129032256,109,1.0811851747173,4.0,115.91652673739,99.32705240176
Syracuse,2,60.60606060606061,99,-0.4229784342779,3.0,106.30678504112,93.019821304135
New Mexico St,0,83.33333333333333,326,1.3468058726283,1.0,106.87241008658,94.227674936336
Col Charleston,0,77.41935483870968,168,-2.1026952813461,0.0,106.70119043893,105.07746247116
Bucknell,0,73.52941176470588,282,-2.997480988311,0.0,107.5854363538,101.9344933522
Iona,0,60.60606060606061,122,-7.2616262123913,0.0,108.86463306271,107.32376251177
Penn,0,74.19354838709677,189,-3.2947753314784,0.0,103.11526779326,97.564515785507
Virginia,0,93.93939393939394,467,11.257268642969,10.0,115.16101835064,84.95777745919
Cincinnati,1,88.23529411764706,589,5.9748697453707,3.0,111.09342180985,86.471914971154
Tennessee,1,75.75757575757575,258,6.3916189976807,5.0,114.30335457327,92.262269072802
Arizona,0,79.41176470588235,330,3.7866335166696,2.0,117.38460432091,100.07329849982
Kentucky,2,70.58823529411765,219,4.3005225879849,3.0,115.09011500307,95.668315457351
Miami FL,0,70.96774193548387,190,2.6902169192336,4.0,112.56632214272,95.524222134313
Nevada,2,79.41176470588235,347,2.4929395595311,0.0,117.99896805184,101.46922606941
Creighton,0,64.51612903225806,274,2.0514741102618,2.0,117.29145721891,97.046528251196
Kansas St,3,66.66666666666667,148,2.5299292364035,4.0,112.31923865946,95.821979470503
Texas,0,57.57575757575758,116,1.3494989130762,4.0,108.60891978102,92.665152815973
Loyola-Chicago,4,84.375,309,1.9844262808838,1.0,109.04383642007,96.788133618898
Davidson,0,65.625,284,-2.8377517358732,0.0,116.65275091331,102.52296779482
Buffalo,1,75.75757575757575,270,-1.2920644386547,0.0,113.59044458898,102.61963831887
Wright St,0,71.875,165,-3.4941152762434,0.0,99.631521266352,96.524235818848
Georgia St,0,68.75,213,-5.0579430079335,0.0,107.20289831718,100.72455409162
UMBC,1,67.74193548387096,47,-4.8209088638257,0.0,102.48459137448,105.45280414902
Xavier,1,84.84848484848484,323,8.8028392759429,6.0,121.35783023157,97.30426550115
North Carolina,1,71.42857142857143,310,7.1159015179875,12.0,121.23200700458,96.826763520076
Michigan,5,79.41176470588235,344,6.8760504002361,7.0,114.30011892716,92.486074617168
Gonzaga,2,88.23529411764706,591,4.8632484046262,2.0,118.31634141076,95.229401659319
Ohio St,1,75.0,292,4.513456692286,3.0,116.09128870669,93.559593739062
Houston,1,78.78787878787878,413,2.4665073823081,2.0,114.59329195709,95.082957223101
Texas A&M,2,62.5,166,1.928730103128,5.0,110.30824573871,93.555483484453
Missouri,0,61.29032258064516,161,0.44614986070867,2.0,113.0440532383,96.308863888032
Florida St,3,64.51612903225806,226,0.95107128926267,5.0,114.51166594459,98.361221594335
Providence,0,61.76470588235294,35,1.9626870741954,6.0,108.72468977365,96.470280951878
San Diego St,0,67.74193548387096,268,-1.5686548179958,1.0,110.58545220535,95.739170095429
S Dakota St,0,80.0,232,0.64297151281368,0.0,114.00682785821,101.60754668801
UNC Greensboro,0,77.41935483870968,273,-1.5455576678977,1.0,103.51700456685,96.209683467674
Montana,0,77.41935483870968,287,-1.1188781743922,0.0,107.61220512602,99.092862023408
Lipscomb,0,68.96551724137932,69,-3.1487219586035,0.0,102.63911568485,101.81370742751
TX Southern,0,44.11764705882353,-71,-10.855734058045,0.0,104.83079441556,112.87080770555
