"TeamName","Expected Tournament Wins"
"Purdue","2.71455864765434"
"Marquette","2.05539482869184"
"Kansas St","1.13193463018361"
"Tennessee","1.49915166517156"
"Duke","1.14702846602689"
"Kentucky","0.832911872846355"
"Michigan St","0.82776991241304"
"Memphis","1.27749982969897"
"FL Atlantic","1.03280901787266"
"USC","0.597948664892272"
"Providence","0.668360040615809"
"Oral Roberts","0.438566125841969"
"Louisiana","0.308619726158464"
"Montana St","0.215694349664848"
"Vermont","0.181460868642863"
"F Dickinson","0.00636017400976263"
"Alabama","2.54667484922525"
"Arizona","2.15733283007651"
"Baylor","1.73680647906849"
"Virginia","1.0329057257709"
"San Diego St","1.35562671889445"
"Creighton","1.06657229298498"
"Missouri","0.704627093478334"
"Maryland","0.699902303139801"
"West Virginia","0.849851214754654"
"Utah St","0.831927184579662"
"NC State","0.626312598496427"
"Col Charleston","0.494025147885237"
"Furman","0.251667245333156"
"UC Santa Barbara","0.177171500684221"
"Princeton","0.174916668924806"
"TAM C. Christi","0.0458291165328311"
"Houston","2.75965037948605"
"Texas","2.17675095469008"
"Xavier","1.56537633205277"
"Indiana","0.922585593126012"
"Miami FL","0.901101810149147"
"Iowa St","1.07080519051995"
"Texas A&M","1.17570934567127"
"Iowa","0.664915282955894"
"Auburn","0.73966786839264"
"Penn St","0.68029473510399"
"Pittsburgh","0.407732434914295"
"Drake","0.416818677867343"
"Kent","0.409400274854473"
"Kennesaw","0.171952867574556"
"Colgate","0.175630718359164"
"N Kentucky","0.0569953926477448"
"Kansas","2.18755733702731"
"UCLA","2.12136660343537"
"Gonzaga","2.05757031658994"
"Connecticut","1.97741012245742"
"St Mary's CA","1.4130666888476"
"TCU","0.86563623847582"
"Northwestern","0.813955013346683"
"Arkansas","0.877715533119108"
"Illinois","0.544121441880555"
"Boise St","0.72424591710613"
"Arizona St","0.521260761553868"
"VCU","0.399379393277974"
"Iona","0.39037318983862"
"Grand Canyon","0.146930678796699"
"UNC Asheville","0.0782561209665217"
"Howard","0.0276017611077729"
