TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
Villanova,122.18640902068,92.203118479291,0.96223476492942,31–3,31,34,57.9,48.1,35.3,21.8,17.1,20.2,29.6,27.6,65.8,59.7,48.9,37.0,31.3,9.2,6.1,53.2,57.8,44.1,40.2,65.8,2017,11.038789631854,79.4,71.2,91.17647058823529,6.0,1437,1,506,1,373.4399999999998
Duke,121.0967450871,94.922068764492,0.94271017082655,27–8,27,35,54.8,47.5,38.9,30.9,16.2,17.2,31.5,29.4,69.7,53.8,48.8,37.6,29.5,10.4,6.8,47.3,46.5,37.7,28.3,69.6,2017,8.5256407535214,75.8,70.0,77.14285714285714,8.0,1181,1,379,3,582.6700000000002
Baylor,116.02152921734,92.52561371683,0.93101189674744,24–7,24,31,52.7,45.2,34.2,30.4,20.7,16.9,40.0,29.7,64.7,52.5,44.2,35.3,31.4,13.2,9.9,60.1,58.2,33.9,34.4,64.8,2017,7.8276043088165,71.2,72.3,77.41935483870968,8.0,1124,2,266,4,116.50999999999999
Florida,115.6699325979,89.268210943098,0.95164377191878,24–8,24,32,51.5,45.6,40.4,33.9,16.6,21.1,31.9,29.2,70.5,49.9,45.5,36.3,30.7,12.2,7.8,47.5,40.6,36.2,31.5,70.4,2017,6.3217879815531,72.6,70.7,75.0,1.0,1196,3,375,3,347.01
Virginia,114.11439512973,86.735215867108,0.95910239887596,22–10,22,32,52.9,45.7,25.7,34.0,15.6,21.0,28.7,24.2,60.1,50.0,45.0,39.3,31.2,14.0,7.7,57.2,50.5,33.2,39.7,60.3,2017,4.9617696790615,70.8,70.4,68.75,5.0,1438,1,351,2,66.11999999999989
SMU,118.80156425109,93.676852841885,0.93891391362125,30–4,30,34,54.7,45.7,36.5,24.5,17.0,18.3,37.5,26.3,63.8,51.2,43.5,40.6,32.2,11.4,8.5,62.5,55.9,36.3,45.3,65.0,2017,6.49306877218,69.5,69.1,88.23529411764706,2.0,1374,0,500,3,15.11999999999989
South Carolina,105.20072943861,88.304293581505,0.88220070305236,21–10,21,31,46.7,45.0,39.9,46.7,19.0,24.5,33.8,31.6,69.5,45.0,45.3,33.4,29.6,10.6,9.2,51.3,44.8,33.7,33.9,69.6,2017,1.6628886415242,69.3,71.1,67.74193548387096,2.0,1376,4,215,8,122.1400000000001
Wisconsin,113.47709700241,91.493803590613,0.9224630304911,25–9,25,34,51.7,47.3,32.0,26.4,16.8,19.9,35.5,25.4,64.6,50.8,42.6,35.5,37.7,9.9,8.4,51.6,46.3,36.7,33.4,64.5,2017,5.1198703261494,64.4,73.8,73.52941176470588,3.0,1458,2,358,6,43.67000000000007
Virginia Tech,116.45323601434,101.38590905882,0.83109254220614,22–10,22,32,57.0,50.9,40.5,26.9,17.2,16.6,23.4,29.9,69.9,54.8,49.1,40.3,36.0,7.0,11.9,55.9,49.2,39.9,35.4,70.1,2017,3.303793748785,73.4,71.5,68.75,4.0,1439,0,155,11,333.56999999999994
Marquette,121.37396032127,101.61475823623,0.88527975053567,19–12,19,31,57.6,51.9,31.1,35.9,17.1,18.5,27.3,28.9,71.0,52.7,50.2,43.0,36.9,9.4,10.5,57.4,60.0,41.1,34.1,71.5,2017,0.57521552917939,77.9,69.8,61.29032258064516,4.0,1266,0,233,7,509.01
