TeamName,Tournament Wins,WinPercentage,PointDIFF,WAB,Top30Wins,ADJOE,ADJDE,PomOrdinalRank
Villanova,1,91.17647058823529,506,11.038789631854,6.0,122.18640902068,92.203118479291,1
Duke,1,77.14285714285714,379,8.5256407535214,8.0,121.0967450871,94.922068764492,3
Baylor,2,77.41935483870968,266,7.8276043088165,8.0,116.02152921734,92.52561371683,4
Florida,3,75.0,375,6.3217879815531,1.0,115.6699325979,89.268210943098,3
Virginia,1,68.75,351,4.9617696790615,5.0,114.11439512973,86.735215867108,2
SMU,0,88.23529411764706,500,6.49306877218,2.0,118.80156425109,93.676852841885,3
South Carolina,4,67.74193548387096,215,1.6628886415242,2.0,105.20072943861,88.304293581505,8
Wisconsin,2,73.52941176470588,358,5.1198703261494,3.0,113.47709700241,91.493803590613,6
Virginia Tech,0,68.75,155,3.303793748785,4.0,116.45323601434,101.38590905882,11
Marquette,0,61.29032258064516,233,0.57521552917939,4.0,121.37396032127,101.61475823623,7
Providence,0,62.5,116,0.58166514228389,2.0,107.36240687234,94.509023511438,14
USC,1,72.72727272727273,182,1.3562525387818,2.0,111.20248757513,99.608172135294,16
UNC Wilmington,0,84.375,289,1.6910438154802,0.0,117.06251358109,104.57486023494,15
ETSU,0,78.125,326,-0.60259139258222,0.0,106.94057354101,96.779546202334,16
New Mexico St,0,83.33333333333333,281,-0.12585625042912,0.0,109.01280703751,101.77128333437,22
Troy,0,58.8235294117647,123,-7.8989451633832,0.0,108.78791294224,107.02199447029,33
Mt St Mary's,0,55.88235294117647,-9,-7.7565381883437,0.0,98.259161387326,101.54881692111,54
New Orleans,0,60.714285714285715,37,-6.1888269661524,0.0,99.113461246541,101.02728302667,45
Gonzaga,5,96.96969696969697,773,7.7946023511273,6.0,119.77503374295,87.979707843381,1
Arizona,2,88.23529411764706,368,7.9044733834468,3.0,116.25542628249,94.309938008192,5
Florida St,1,75.75757575757575,369,5.8865824851979,7.0,116.01403702303,94.317511417548,5
West Virginia,2,76.47058823529412,532,6.3472842293739,7.0,116.07988974666,89.767032955822,2
Notre Dame,1,73.52941176470588,299,5.9240181884588,4.0,119.51281451283,96.395867926729,7
Maryland,0,74.19354838709677,155,3.6762328099285,4.0,113.00995686128,97.333248623702,12
St Mary's CA,1,87.5,496,3.9679368563103,0.0,118.25938836705,94.227577193574,4
Northwestern,1,67.6470588235294,205,1.9533656972394,2.0,111.10289491515,94.699692191783,10
Vanderbilt,0,55.88235294117647,106,0.078131401612317,4.0,112.77237884168,95.20870116738,9
VCU,0,76.47058823529412,281,1.40897252659,0.0,107.92555817895,95.82343978964,13
Xavier,3,61.76470588235294,111,1.5502955646387,2.0,114.47383999221,97.344060847149,10
Princeton,0,78.57142857142857,246,-0.28516009990704,0.0,108.08898937965,96.585797529671,15
Bucknell,0,76.47058823529412,299,-1.9603310092721,1.0,107.5140482483,99.50540295681,20
FGCU,0,76.66666666666667,182,-1.6322832187124,0.0,108.49635109344,103.90766868475,27
North Dakota,0,67.85714285714286,123,-5.2384906678517,0.0,102.05914446222,102.55332950639,44
S Dakota St,0,50.0,-34,-9.6943320766072,0.0,108.62851008996,111.69316229055,47
Kansas,3,87.5,331,10.934500510065,10.0,120.37066978055,94.382394851902,3
Louisville,1,75.0,374,6.8494563595421,5.0,116.19278900009,89.689373534201,2
