TeamName,ADJOE,ADJDE,BARTHAG,Record,Wins,Games Played,EFG%,EFGD%,FTR,FTRD,TOR,TORD,ORB,DRB,Unnamed: 15,2P%,2P%D,3P%,3P%D,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,3PR,3PRD,ADJ T.,Unnamed: 30,WAB,Unnamed: 35,Unnamed: 36,WinPercentage,Top30Wins,TeamID,Tournament Wins,PointDIFF,PomOrdinalRank,3P%ODDIFF
Duke,127.53328785156,90.672241762547,0.9806011245549,31–3,31,34,57.4,44.5,32.1,25.4,14.4,17.7,35.2,26.5,66.6,58.0,43.4,37.7,30.9,10.6,9.7,58.1,51.4,45.4,37.9,66.5,2025,9.6891799194736,78.4,71.5,91.17647058823529,6.0,1181,0,707,1,540.4700000000003
Alabama,127.05823599743,96.209996964352,0.96076991419366,25–8,25,33,56.3,47.9,40.1,33.9,16.7,13.5,34.7,29.2,76.3,59.7,48.8,35.0,30.8,10.1,12.2,54.1,43.8,46.2,35.1,75.4,2025,9.8564409862357,71.6,70.4,75.75757575757575,9.0,1104,0,320,2,535.9199999999998
Wisconsin,122.26368097008,96.9143760943,0.93535708670216,26–9,26,35,53.6,47.9,33.8,28.1,14.1,14.5,28.0,26.6,68.6,54.7,46.8,34.9,33.0,6.1,10.8,54.9,49.3,48.1,39.1,68.2,2025,5.9514913890466,82.8,72.3,74.28571428571429,5.0,1458,0,325,3,388.3900000000001
Arizona,123.35050316456,96.314301439982,0.94507266603406,22–12,22,34,52.9,48.6,36.6,29.2,16.2,16.6,35.9,28.5,70.2,55.1,47.2,32.4,33.6,12.0,6.7,56.7,53.2,34.6,41.9,70.6,2025,5.3969918166626,78.4,71.4,64.70588235294117,7.0,1112,0,316,4,-286.79999999999995
Oregon,115.20443680945,97.028929381088,0.87809786429722,24–9,24,33,52.2,49.1,33.4,27.7,16.2,17.6,30.6,29.2,68.6,53.0,50.0,34.0,31.7,10.1,8.8,54.4,50.3,38.6,37.4,68.4,2025,5.2839267225739,76.3,72.1,72.72727272727273,4.0,1332,0,174,8,126.82000000000016
BYU,124.26874593364,98.996869041994,0.93179662194267,24–9,24,33,57.2,50.6,30.2,29.5,17.6,17.2,33.3,26.1,67.8,58.6,49.3,37.1,34.8,9.8,8.5,59.9,52.2,48.3,44.4,68.0,2025,4.7574292869716,70.5,70.6,72.72727272727273,5.0,1140,0,333,6,246.81000000000017
St Mary's CA,115.05499551071,93.445917681225,0.91623940010886,27–5,27,32,50.9,46.2,31.4,25.0,15.1,16.6,40.5,24.9,63.5,51.8,45.8,32.6,31.2,10.4,7.2,57.1,54.1,33.4,31.3,62.5,2025,4.1869975699734,69.5,74.7,84.375,2.0,1388,0,384,6,112.27999999999997
Mississippi St,118.51749906062,98.60910548434,0.89233486704511,21–12,21,33,51.7,51.9,31.6,35.4,15.1,19.0,34.1,29.5,69.7,55.2,50.1,31.4,36.1,14.3,8.6,53.3,53.2,42.3,44.2,68.7,2025,2.9890836486258,70.0,69.5,63.63636363636363,3.0,1280,0,185,8,-267.4000000000003
Baylor,120.72442624013,99.39167138015,0.90344346263913,18–14,18,32,51.5,51.2,31.0,33.5,16.1,18.8,35.6,31.2,65.4,51.2,49.8,34.7,35.4,8.3,11.0,53.5,59.9,40.2,40.8,65.4,2025,1.9555771545327,74.6,69.9,56.25,2.0,1124,0,187,8,-49.379999999999654
Vanderbilt,118.1791212604,100.91510916422,0.8600975702364,20–12,20,32,51.7,52.9,34.0,39.0,14.7,20.0,32.2,29.7,70.2,53.6,51.5,32.5,36.9,11.4,11.4,50.1,47.3,40.2,37.5,70.3,2025,1.5163882150749,74.7,72.0,62.5,4.0,1435,0,155,12,-77.25
VCU,115.06959901087,96.13133979476,0.8877488804118,27–6,27,33,52.4,44.4,32.2,36.1,16.8,20.6,36.7,30.0,66.4,54.2,43.6,33.5,30.6,15.6,7.7,56.5,46.1,47.4,35.3,66.9,2025,0.95029591309356,74.5,72.0,81.81818181818181,0.0,1433,0,456,8,507.7199999999998
Liberty,112.60736987417,98.047268775821,0.83093395647559,25–6,25,31,58.4,45.9,30.9,26.3,15.3,16.9,18.9,28.0,66.4,57.7,48.0,39.5,28.0,7.8,9.1,61.2,39.4,47.7,34.4,66.1,2025,-0.12115233000236,65.4,73.6,80.64516129032258,0.0,1251,0,298,16,920.9500000000002
Akron,113.30159220593,106.36521518908,0.67403854458471,26–6,26,32,55.4,49.5,26.8,33.7,16.6,17.2,33.3,29.0,72.4,55.8,50.6,36.6,31.9,9.8,7.0,58.5,44.7,45.4,38.0,71.9,2025,-1.6873706041505,74.9,73.0,81.25,0.0,1103,0,258,25,449.44000000000005
Montana,110.95822472875,109.23941451071,0.54476386348822,22–9,22,31,56.4,52.2,36.2,31.9,16.2,15.5,22.6,29.0,67.5,57.3,53.1,36.5,33.7,8.1,8.5,49.3,45.6,36.8,35.0,67.8,2025,-3.0918942453713,74.6,74.0,70.96774193548387,0.0,1285,0,24,45,163.69999999999982
Robert Morris,104.69523256459,105.12753198834,0.48815543125815,25–8,25,33,51.3,50.3,38.4,30.0,18.5,18.8,35.3,28.3,68.7,50.7,49.8,34.9,34.2,11.9,9.4,60.7,51.4,36.8,35.6,68.7,2025,-4.2614124681232,72.0,72.6,75.75757575757575,0.0,1352,0,190,37,66.79999999999973
American Univ,101.60178881344,107.89149372146,0.33386708269929,20–12,20,32,51.8,52.1,29.5,34.1,16.8,17.6,23.8,27.4,63.7,51.1,53.1,35.1,33.6,5.3,9.5,52.1,50.4,44.8,35.7,64.2,2025,-8.2460588714742,75.9,69.2,62.5,0.0,1110,0,-15,62,372.9599999999998
Mt St Mary's,99.173400254723,107.38912013172,0.28592183798534,21–12,21,33,51.0,48.0,31.0,26.7,21.7,15.9,31.1,28.3,67.5,50.1,48.7,34.9,31.4,7.9,9.5,60.6,52.3,41.0,44.5,68.1,2025,-8.1351137066511,73.0,73.8,63.63636363636363,0.0,1291,0,-17,64,33.59999999999991
Houston,124.51997334243,87.593428147401,0.98279569828496,30–4,30,34,52.7,44.9,28.2,34.1,14.6,21.7,36.1,29.3,62.4,49.0,43.9,39.8,30.9,15.8,6.6,44.4,55.0,34.5,43.1,62.2,2025,11.516837527114,74.1,70.9,88.23529411764706,10.0,1222,0,535,1,41.309999999999945
Tennessee,118.81353478562,90.354969683054,0.95886169077586,27–7,27,34,52.8,44.4,35.4,29.4,16.0,17.8,35.4,30.1,65.5,54.1,46.7,34.0,27.8,16.1,9.1,60.2,46.5,43.0,45.1,64.6,2025,9.2985756233488,74.3,74.0,79.41176470588235,8.0,1397,0,398,2,208.22000000000003
Kentucky,124.09885297489,98.766917697554,0.93249304297904,22–11,22,33,56.0,50.4,35.9,31.0,15.2,14.0,28.7,25.9,72.7,55.9,53.7,37.4,30.8,11.3,8.0,56.7,46.3,41.7,43.5,71.6,2025,5.5933290582025,73.8,72.0,66.66666666666667,9.0,1246,0,245,3,219.7800000000002
Purdue,124.44773308906,99.551535917307,0.92870196276954,22–11,22,33,56.3,52.0,34.6,31.0,15.6,17.8,31.0,29.9,66.6,55.5,56.4,38.5,30.7,5.3,8.8,57.7,58.0,38.1,42.7,65.8,2025,4.2752542565415,73.0,72.6,66.66666666666667,4.0,1345,0,224,4,155.96000000000004
Clemson,118.0278492013,95.509366095505,0.91942109472185,27–6,27,33,53.6,48.9,28.2,27.6,15.7,20.1,33.7,29.9,65.1,52.3,49.3,37.2,32.2,10.4,8.1,52.3,43.7,38.4,38.3,65.0,2025,4.9247303478079,76.6,69.5,81.81818181818181,2.0,1155,0,352,5,195.22000000000003
Illinois,121.72620844516,97.122429607722,0.93065036920669,21–12,21,33,52.3,47.3,34.6,26.8,15.8,12.7,36.0,26.3,72.3,57.3,46.1,31.1,33.3,9.1,8.8,51.9,45.8,46.9,30.4,72.1,2025,3.3753424808579,75.9,71.2,63.63636363636363,5.0,1228,0,304,5,446.2700000000001
UCLA,116.78042493725,94.831420773772,0.91638691478946,22–10,22,32,53.0,50.5,32.9,34.6,15.9,22.8,32.8,29.2,66.6,53.1,51.2,35.2,33.2,10.5,7.0,60.5,57.8,36.0,44.8,65.8,2025,3.2780357284521,70.3,74.9,68.75,5.0,1417,0,289,7,-220.16000000000008
Gonzaga,123.30371106542,96.646269366629,0.94274702497596,25–8,25,33,55.7,47.5,30.9,28.6,13.2,18.2,32.7,26.4,70.5,57.8,49.1,34.4,30.2,8.3,8.1,61.9,48.5,33.5,40.6,70.9,2025,2.7329844746468,80.1,72.8,75.75757575757575,1.0,1211,0,561,3,-73.72000000000025
Georgia,115.41621850586,95.832663864372,0.89457273701459,20–12,20,32,52.5,47.2,39.8,30.4,18.8,18.0,36.1,31.8,68.5,53.8,47.8,33.5,30.9,14.7,9.3,47.6,48.8,36.8,40.6,67.2,2025,2.0464113308956,71.7,73.7,62.5,3.0,1208,0,200,9,-21.74000000000001
Utah St,121.41162924263,104.76985114143,0.84492474997756,25–7,25,32,56.0,51.8,37.6,36.2,16.0,20.2,34.6,30.3,67.3,57.7,52.6,35.8,33.8,9.4,9.5,61.1,58.4,42.3,44.4,68.4,2025,2.0417715628786,70.2,71.9,78.125,1.0,1429,0,296,14,13.61999999999989
Texas,116.64330964538,99.808790930019,0.85722620941033,19–15,19,34,52.5,48.4,36.6,39.3,14.3,16.6,29.8,29.7,68.4,51.8,47.5,36.0,33.3,11.7,8.2,47.5,48.3,35.4,36.2,68.1,2025,0.073695927432549,74.9,70.1,55.88235294117647,5.0,1400,0,211,12,68.93999999999983
Xavier,115.56518490266,98.304766683416,0.86532790150211,21–11,21,32,53.9,50.6,37.2,28.1,16.0,17.6,25.2,25.2,69.5,51.3,50.5,38.8,33.9,7.2,11.3,63.9,56.0,37.4,37.2,69.8,2025,0.35059290773514,79.4,71.8,65.625,1.0,1462,0,229,11,190.03999999999974
McNeese St,113.25034195671,100.20094136719,0.80342926460091,25–6,25,31,53.3,47.5,35.7,31.4,16.2,21.6,34.7,31.3,65.8,53.2,46.9,35.6,32.2,11.8,8.8,50.1,55.0,36.7,46.6,66.0,2025,-0.78197307555439,70.7,70.9,80.64516129032258,0.0,1270,0,348,16,-194.0
High Point,117.52134511365,108.67523143681,0.71093816257817,27–5,27,32,56.4,49.1,37.6,36.3,15.3,16.5,34.0,29.9,67.2,57.4,48.9,36.6,32.9,7.2,8.0,44.9,43.1,39.0,36.0,67.2,2025,-1.7759298987342,76.4,70.5,84.375,0.0,1219,0,358,21,243.00000000000023
Troy,106.59280590835,100.58756280456,0.6607986134705,21–10,21,31,50.1,47.2,37.8,29.3,19.9,19.8,38.6,32.0,66.8,53.9,46.2,30.3,32.6,12.8,10.3,55.6,51.0,44.8,38.1,66.9,2025,-4.3323960938118,72.6,72.2,67.74193548387096,0.0,1407,0,200,25,115.37999999999988
Wofford,111.20010711021,109.65527397722,0.54013406849724,17–15,17,32,53.3,51.8,31.1,36.2,16.9,14.9,35.5,26.2,64.6,54.6,51.8,34.5,34.5,8.8,9.7,55.0,49.3,47.7,45.8,64.7,2025,-9.6528156604268,66.8,69.2,53.125,0.0,1459,0,88,30,65.55000000000018
SIUE,101.05156588228,105.59896333921,0.37608415352342,19–11,19,30,48.9,47.5,33.1,33.2,17.1,17.3,31.8,29.1,67.2,47.8,46.3,34.0,33.0,11.5,8.0,51.4,48.7,36.3,38.6,66.6,2025,-7.7816066702734,67.9,70.3,63.333333333333336,0.0,1188,0,79,54,-39.600000000000136
Auburn,129.67717224,93.382650402036,0.97759779065796,28–5,28,33,55.7,46.0,33.5,39.2,13.4,17.4,34.3,30.3,68.9,56.1,47.2,36.8,29.2,16.5,7.5,55.5,40.2,40.6,34.8,68.5,2025,12.539179729846,74.0,73.5,84.84848484848484,10.0,1120,0,470,1,477.9200000000001
Michigan St,116.85581065955,92.416025769053,0.93693006325998,27–6,27,33,51.2,46.1,37.8,33.1,16.6,16.4,35.3,24.6,69.2,53.6,49.1,30.8,27.9,13.3,7.8,61.6,53.4,32.7,41.4,68.6,2025,7.8863050424009,78.1,72.2,81.81818181818181,6.0,1277,0,360,2,-147.89999999999986
Iowa St,119.45354972085,92.607205654804,0.94918669734632,24–9,24,33,54.6,48.4,38.5,28.9,16.9,21.8,32.2,28.4,69.5,55.1,47.5,35.8,33.2,10.2,9.3,53.9,55.3,36.9,40.7,69.3,2025,5.405731022495,75.7,75.0,72.72727272727273,3.0,1235,0,406,3,-30.220000000000482
Texas A&M,115.62964905398,92.998533704681,0.92447761823686,22–10,22,32,47.5,48.2,41.7,35.3,18.2,19.7,42.0,27.8,67.5,48.0,46.5,31.1,33.4,13.9,14.8,47.7,64.8,37.6,47.0,66.9,2025,5.1938128968889,69.5,76.8,68.75,5.0,1401,0,204,5,-400.4399999999998
Michigan,116.15855917231,94.451258174754,0.91521424738325,25–9,25,34,54.5,46.3,35.0,28.5,19.8,16.0,33.2,29.8,70.6,57.7,45.9,33.4,31.3,9.3,7.5,58.5,44.9,42.5,38.9,70.2,2025,6.2508190683204,72.8,73.0,73.52941176470588,6.0,1276,0,239,7,201.93000000000006
Mississippi,117.05044379649,96.458850392702,0.9024825150769,22–11,22,33,51.1,50.5,35.6,39.5,12.8,20.5,25.4,30.8,69.3,51.0,51.6,34.1,32.7,12.4,11.2,53.5,58.3,40.2,44.0,68.7,2025,4.8342126181343,73.8,70.5,66.66666666666667,5.0,1279,0,180,7,-67.98000000000002
Marquette,117.00503605095,96.157274541779,0.90522400482689,23–10,23,33,52.0,49.9,26.1,30.2,13.5,21.5,30.1,31.0,68.1,54.9,51.3,32.5,31.8,10.9,8.7,49.5,60.1,46.3,39.8,68.5,2025,3.6027735960119,72.3,72.8,69.6969696969697,5.0,1266,0,275,7,239.11000000000013
